Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
4944,03/27/2020,03/17/2020,04/11/2020,"The Landsby, LLC","The Landsby, LLC",Solvang,Santa Barbara County,59.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary
4945,03/28/2020,03/17/2020,04/11/2020,"Geary Mas LLC, DBA Super Duper","Geary Mas LLC, DBA Super Duper",Santa Clara,Santa Clara County,40.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4946,03/27/2020,04/01/2020,04/11/2020,"Activehours, Inc dba Earnin","Activehours, Inc dba Earnin",Palo Alto,Santa Clara County,46.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
4947,03/27/2020,04/03/2020,04/11/2020,Sonesta International Hotels Corporation,Sonesta International Hotels Corporation,Milpitas,Santa Clara County,52.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4948,03/31/2020,03/31/2020,04/11/2020,Del Grande Dealer Group,Del Grande Dealer Group,San Jose,Santa Clara County,676.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4949,03/26/2020,03/17/2020,04/11/2020,"Naftoon, Inc. DBA Stevens Creek Nissan","Naftoon, Inc, DBA Stevens Creek Nissan",Santa Clara,Santa Clara County,45.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4950,03/26/2020,03/17/2020,04/11/2020,"The Bakhtiari Corporation, Inc, DBA StevensCreek Subaru","The Bakhtiari Corporation, Inc, DBA StevensCreek Subaru",San Jose,Santa Clara County,50.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4951,03/30/2020,03/30/2020,04/11/2020,Mayacama Club,Mayacama Club,Santa Rosa,Sonoma County,147.0,Layoff Permanent,Sonoma County,2020,layoff permanent
4952,06/23/2020,03/17/2020,04/11/2020,Active Wellness LLC - Synergy Health ClubPetaluma,Active Wellness LLC ,Petaluma,Sonoma County,142.0,Layoff Temporary,Sonoma County,2020,layoff temporary
4953,03/26/2020,03/17/2020,04/11/2020,Boulevard 14 Cinema,Boulevard 14 Cinema,Petaluma,Sonoma County,35.0,Layoff Temporary,Sonoma County,2020,layoff temporary
4954,03/30/2020,03/20/2020,04/11/2020,Honeys Air Inc. DBA Honey's Air & Solar,Honeys Air Inc. DBA Honey's Air & Solar,Modesto,Stanislaus County,60.0,Layoff Temporary,Stanislaus County,2020,layoff temporary
4955,03/28/2020,03/28/2020,04/11/2020,Norby Family LLC DBA/ Katie's Custom Fit,Norby Family LLC DBA/ Katie's Custom Fit,Visalia,Tulare County,1.0,Closure Temporary,Tulare County,2020,closure temporary
4956,03/27/2020,03/15/2020,04/11/2020,RETAIL SMART GUYS,RETAIL SMART GUYS,Westlake Village,Ventura County,1.0,Layoff Temporary,Ventura County,2020,layoff temporary
4957,03/27/2020,03/17/2020,04/11/2020,State Theater and Multiplex,State Theater and Multiplex,Woodland,Yolo County,45.0,Layoff Temporary,Yolo County,2020,layoff temporary
4958,03/27/2020,03/30/2020,04/10/2020,"LYONS MAGNUS, LLC.","LYONS MAGNUS, LLC.",Fresno,Fresno County,63.0,Layoff Permanent,Fresno County,2020,layoff permanent
4959,03/25/2020,03/25/2020,04/10/2020,"Padre Hotel, LLC","Padre Hotel, LLC",Bakersfield,Kern County,123.0,Layoff Temporary,Kern County,2020,layoff temporary
4960,03/26/2020,03/28/2020,04/10/2020,The Cheesecake Factory Bakery Incorporated,The Cheesecake Factory Inc.,Agoura Hills,Los Angeles County,190.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4961,03/26/2020,03/29/2020,04/10/2020,"Citizen Watch of America, Inc.",Citizen Watch America,Torrance,Los Angeles County,202.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4962,03/27/2020,03/16/2020,04/10/2020,"H&F Productions, LLC","H&F Productions, LLC",Universal City,Los Angeles County,117.0,Closure Temporary,Los Angeles County,2020,closure temporary
4963,03/27/2020,03/17/2020,04/10/2020,Brighton Collectibles,BRIGHTON COLLECTIBLES LLC,City of Industry,Los Angeles County,79.0,Closure Temporary,Los Angeles County,2020,closure temporary
4964,03/27/2020,03/27/2020,04/10/2020,THE COLLECTED GROUP,THE COLLECTED GROUP,VERNON,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4965,03/27/2020,03/27/2020,04/10/2020,"Evolution Hospitality, dba Hampton Inn andHomewood Suites",Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Long Beach,Los Angeles County,56.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4966,03/27/2020,03/27/2020,04/10/2020,Hotel Indigo Los Angeles Downtown,Hotel Indigo,Los Angeles,Los Angeles County,176.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
4967,03/23/2020,04/03/2020,04/10/2020,Tumbleweed Transportation,Tumbleweed Transportation,Los Angeles,Los Angeles County,119.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4968,03/23/2020,04/03/2020,04/10/2020,Tumblewood Transportation,Tumbleweed Transportation,Los Angeles,Los Angeles County,26.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4969,03/23/2020,04/11/2020,04/10/2020,Descanso Gardens,Descanso Gardens,La Canada Flintridge,Los Angeles County,36.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4970,03/26/2020,03/17/2020,04/10/2020,"Bakhtiari, LLC OBA Puente Hills Subaru","Bakhtiari, LLC OBA Puente Hills Subaru",Rowland Heights,Los Angeles County,45.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4971,03/26/2020,03/17/2020,04/10/2020,Safari Corporation DBA Honda of Hollywood,Safari Corporation DBA Honda of Hollywood,Los Angeles,Los Angeles County,45.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4972,03/25/2020,03/20/2020,04/10/2020,"Red, White and Blue Thrift Stores","Red, White and Blue Thrift Stores",Covina,Los Angeles County,224.0,Closure Temporary,Los Angeles County,2020,closure temporary
4973,03/25/2020,03/20/2020,04/10/2020,"Red, White and Blue Thrift Stores","Red, White and Blue Thrift Stores",Van Nuys,Los Angeles County,115.0,Closure Temporary,Los Angeles County,2020,closure temporary
4974,03/24/2020,03/26/2020,04/10/2020,Drago Culinary Productions LLC dba DragoRistorante,Drago Culinary Productions LLC dba DragoRistorante,Los Angeles,Los Angeles County,132.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
4975,03/24/2020,03/27/2020,04/10/2020,C & C Jewelry Mfg. Inc.,C & C Jewelry Mfg. Inc.,Los Angeles,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4976,04/10/2020,04/13/2020,04/10/2020,DE RIGO REM,DE RIGO REM,Sun Valley,Los Angeles County,86.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4977,03/21/2020,03/25/2020,04/10/2020,Grace GCCA LLC Great Clips,Grace GCCA LLC,Monterey,Monterey County,41.0,Layoff Temporary,Monterey County,2020,layoff temporary
4978,03/26/2020,03/28/2020,04/10/2020,"Lynx FBO Napa, LLC (aka Napa Jet Center)","Lynx FBO Napa, LLC (aka Napa Jet Center)",Napa,Napa County,14.0,Layoff Temporary,Napa County,2020,layoff temporary
4979,03/17/2020,03/17/2020,04/10/2020,"Bristol Equity Partners LP, DBA RestaurantHabana","Bristol Equity Partners, LLC",Costa Mesa,Orange County,79.0,Layoff Temporary,Orange County,2020,layoff temporary
4980,03/17/2020,03/17/2020,04/10/2020,"DCB Hospitality Group, LLC","DCB Hospitality Group, LLC",Irvine,Orange County,7.0,Layoff Temporary,Orange County,2020,layoff temporary
4981,03/27/2020,03/27/2020,04/10/2020,"Evolution Hospitality, dba Cambria SuitesAnaheim",Evolution Hospitality dba Cambria Hotel & Suites Anaheim,Anaheim,Orange County,89.0,Layoff Temporary,Orange County,2020,layoff temporary
4982,03/27/2020,03/26/2020,04/10/2020,Saddle Ranch Orange LLC,Saddle Ranch LLC,Orange,Orange County,74.0,Closure Temporary,Orange County,2020,closure temporary
4983,03/27/2020,03/27/2020,04/10/2020,Monarch Beach Resort,Monarch Beach Resort,Dana Point,Orange County,31.0,Layoff Permanent,Orange County,2020,layoff permanent
4984,03/27/2020,03/27/2020,04/10/2020,"MONEY MAILER, LLC","MONEY MAILER, LLC",Cypress,Orange County,74.0,Layoff Permanent,Orange County,2020,layoff permanent
4985,03/26/2020,03/17/2020,04/10/2020,"York Enterprises South, Inc. DBA HuntingtonBeach Ford","York Enterprises South, Inc. DBA HuntingtonBeach Ford",Huntington Beach,Orange County,45.0,Layoff Temporary,Orange County,2020,layoff temporary
4986,06/16/2020,04/05/2020,04/10/2020,"LTF Club Management Company, LLC dbaLife Time In Rancho San Clemente","LTF Club Management Company, LLC",San Clemente,Orange County,177.0,Closure Temporary,Orange County,2020,closure temporary
4987,06/26/2020,04/12/2020,04/10/2020,"LTF Club Management Company, LLC dbaLife Time In Laguna Niguel","LTF Club Management Company, LLC",Laguna Niguel,Orange County,283.0,Closure Temporary,Orange County,2020,closure temporary
4988,03/27/2020,04/08/2020,04/10/2020,Feather Publishing Co. Inc.,Feather Publishing Co. Inc.,Quincy,Plumas County,64.0,Closure Temporary,Plumas County,2020,closure temporary
4989,03/26/2020,03/22/2020,04/10/2020,KHRG NPC LLC dba The Rowan,KHRG NPC LLC dba The Rowan,Palm Springs,Riverside County,164.0,Closure Temporary,Riverside County,2020,closure temporary
4990,03/25/2020,03/25/2020,04/10/2020,"Walter's Auto Sales and Service, Inc","Walter's Auto Sales and Service, Inc",Riverside,Riverside County,93.0,Layoff Temporary,Riverside County,2020,layoff temporary
4991,06/16/2020,03/16/2020,04/10/2020,"LTF Club Management Company, LLC dbaLife Time In Roseville","LTF Club Management Company, LLC",Roseville,Placer County,278.0,Closure Temporary,Sacramento County,2020,closure temporary
4992,06/16/2020,04/05/2020,04/10/2020,"LTF Club Management Company, LLC dbaLife Time In Folsom","LTF Club Management Company, LLC",Folsom,Sacramento County,291.0,Closure Temporary,Sacramento County,2020,closure temporary
4993,03/30/2020,03/31/2020,04/10/2020,DriverTime's Fontana Inspection Center,DriverTime's Fontana Inspection Center,Fontana,San Bernardino County,90.0,Closure Temporary,San Bernardino County,2020,closure temporary
4994,03/24/2020,03/24/2020,04/10/2020,Full Steam Staffing,Full Steam Staffing,Ontario,San Bernardino County,64.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4995,06/16/2020,04/05/2020,04/10/2020,"LTF Club Management Company, LLC dbaLife Time In La Jolla","LTF Club Management Company, LLC",La Jolla,San Diego County,115.0,Closure Temporary,San Diego County,2020,closure temporary
4996,03/27/2020,03/20/2020,04/10/2020,"Red, White and Blue Thrift","Red, White and Blue Thrift Stores",Escondido,San Diego County,133.0,Closure Temporary,San Diego County,2020,closure temporary
4997,03/26/2020,03/20/2020,04/10/2020,"Myers Automotive Group, Inc. dba Toyota ofEscondido","Myers Automotive Group, Inc. dba Toyota ofEscondido",Escondido,San Diego County,169.0,Layoff Temporary,San Diego County,2020,layoff temporary
4998,03/27/2020,03/27/2020,04/10/2020,"DOS STARS, INC. DBA OLD TOWNMEXICAN CAFE","DOS STARS, INC. DBA OLD TOWNMEXICAN CAFE",San Diego,San Diego County,167.0,Layoff Permanent,San Diego County,2020,layoff permanent
4999,03/25/2020,03/23/2020,04/10/2020,"Lakehouse Hotel, LLC","Lakehouse Hotel, LLC",San Marcos,San Diego County,71.0,Layoff Temporary,San Diego County,2020,layoff temporary
5000,03/25/2020,03/23/2020,04/10/2020,"Saint Mark Golf & Resort, LLC","Saint Mark Golf & Resort, LLC",San Marcos,San Diego County,183.0,Layoff Temporary,San Diego County,2020,layoff temporary
5001,03/20/2020,03/23/2020,04/10/2020,Morning Grace Holdings Inc. dba Morning Glory,Morning Grace Holdings Inc. dba Morning Glory,San Diego,San Diego County,63.0,Layoff Temporary,San Diego County,2020,layoff temporary
5002,03/20/2020,03/23/2020,04/10/2020,Neighborhood Holdings Inc. dba Neighborhood,Neighborhood Holdings Inc. dba Neighborhood,San Diego,San Diego County,14.0,Layoff Temporary,San Diego County,2020,layoff temporary
5003,03/20/2020,03/23/2020,04/10/2020,Consortium Holdings Inc. dba CH Projects,Consortium Holdings Inc. dba CH Projects,San Diego,San Diego County,5.0,Layoff Temporary,San Diego County,2020,layoff temporary
5004,03/20/2020,03/23/2020,04/10/2020,House Made LLC dba J & Tony's,House Made LLC,San Diego,San Diego County,18.0,Layoff Temporary,San Diego County,2020,layoff temporary
5005,03/20/2020,03/23/2020,04/10/2020,House Made LLC dba Modern TimesInvigatorium,House Made LLC,San Diego,San Diego County,6.0,Layoff Temporary,San Diego County,2020,layoff temporary
5006,03/20/2020,03/23/2020,04/10/2020,Ironside Inc. dba Ironside Fish & Oyster,Ironside Inc. dba Ironside Fish & Oyster,San Diego,San Diego County,89.0,Layoff Temporary,San Diego County,2020,layoff temporary
5007,03/20/2020,03/23/2020,04/10/2020,Late Mornings Inc. dba Born & Raised,Late Mornings Inc. dba Born & Raised,San Diego,San Diego County,113.0,Layoff Temporary,San Diego County,2020,layoff temporary
5008,03/20/2020,03/23/2020,04/10/2020,Leisure Society LLC dba El Dorado,Leisure Society LLC dba El Dorado,San Diego,San Diego County,12.0,Layoff Temporary,San Diego County,2020,layoff temporary
5009,03/20/2020,03/23/2020,04/10/2020,Sekscobra Inc. dba Craft & Commerce,Sekscobra Inc.,San Diego,San Diego County,40.0,Layoff Temporary,San Diego County,2020,layoff temporary
5010,03/20/2020,03/23/2020,04/10/2020,Sekscobra Inc. dba False Idol,Sekscobra Inc.,San Diego,San Diego County,18.0,Layoff Temporary,San Diego County,2020,layoff temporary
5011,03/27/2020,03/27/2020,04/10/2020,"Ocean View Flowers, LLC","OCEAN VIEW FLOWERS, LLC",Lompoc,Santa Barbara County,72.0,Closure Permanent,Santa Barbara County,2020,closure permanent
5012,03/26/2020,03/17/2020,04/10/2020,"Naftoon, Inc, DBA Stevens Creek Nissan","Naftoon, Inc, DBA Stevens Creek Nissan",Santa Clara,Santa Clara County,45.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
5013,03/25/2020,03/16/2020,04/10/2020,DUST BOWL BREWING CO,DUST BOWL BREWING CO,Turlock,Stanislaus County,148.0,Layoff Permanent,Stanislaus County,2020,layoff permanent
5014,03/23/2020,03/23/2020,04/10/2020,RUSNAK-WESTLAKE,RUSNAK,Thousand Oaks,Ventura County,1.0,Layoff Temporary,Ventura County,2020,layoff temporary
5015,03/21/2020,03/25/2020,04/10/2020,Grace GCCA LLC,Grace GCCA LLC,Newbury Park,Ventura County,9.0,Layoff Temporary,Ventura County,2020,layoff temporary
5016,03/23/2020,03/17/2020,04/10/2020,Silverado Contractors Inc.,Silverado Contractors Inc.,Emeryville,Alameda County,54.0,Layoff Temporary,Alameda County,2020,layoff temporary
5017,03/27/2020,03/14/2020,04/10/2020,"Marriott International, Inc. dba OaklandMarriott City Center","Marriott International, Inc.",Oakland,Alameda County,244.0,Layoff Temporary,Alameda County,2020,layoff temporary
5018,04/10/2020,03/11/2020,04/10/2020,Performance Contracting Inc,Performance Contracting Inc,Alameda,Alameda County,316.0,Layoff Temporary,Alameda County,2020,layoff temporary
5019,03/24/2020,03/18/2020,04/10/2020,"Sheraton Operating Corporation, dba WHollywood",Sheraton Operating Corporation ,Hollywood,Los Angeles County,191.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5020,03/24/2020,03/24/2020,04/10/2020,Crews,Crews,El Segundo,Los Angeles County,8.0,Closure Temporary,Los Angeles County,2020,closure temporary
5021,03/24/2020,03/24/2020,04/10/2020,Crews dba Breeze,Crews,Los Angeles,Los Angeles County,9.0,Closure Temporary,Los Angeles County,2020,closure temporary
5022,03/24/2020,03/24/2020,04/10/2020,Crews dba Built Burger,Crews,Los Angeles,Los Angeles County,21.0,Closure Temporary,Los Angeles County,2020,closure temporary
5023,03/24/2020,03/24/2020,04/10/2020,Crews dba Crews Warehouse,Crews,El Segundo,Los Angeles County,4.0,Closure Temporary,Los Angeles County,2020,closure temporary
5024,03/24/2020,03/24/2020,04/10/2020,Crews dba Fresh Brothers,Crews,Los Angeles,Los Angeles County,11.0,Closure Temporary,Los Angeles County,2020,closure temporary
5025,03/24/2020,03/24/2020,04/10/2020,Crews dba Jersey Mike's,Crews,Los Angeles,Los Angeles County,28.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5026,03/24/2020,03/24/2020,04/10/2020,Crews dba Klatch Coffee,Crews,Los Angeles,Los Angeles County,24.0,Closure Temporary,Los Angeles County,2020,closure temporary
5027,03/24/2020,03/24/2020,04/10/2020,Crews dba Lemonade,Crews,Los Angeles,Los Angeles County,44.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5028,03/24/2020,03/24/2020,04/10/2020,Crews dba Pick up Stix,Crews,Los Angeles,Los Angeles County,19.0,Closure Temporary,Los Angeles County,2020,closure temporary
5029,03/24/2020,03/24/2020,04/10/2020,Crews dba Rock & Brews,Crews,Los Angeles,Los Angeles County,54.0,Closure Temporary,Los Angeles County,2020,closure temporary
5030,03/24/2020,03/24/2020,04/10/2020,Crews dba Rock & Brews,Crews,Los Angeles,Los Angeles County,76.0,Closure Temporary,Los Angeles County,2020,closure temporary
5031,03/24/2020,03/24/2020,04/10/2020,Crews dba Terminal 2 Lower Storage,Crews,Los Angeles,Los Angeles County,7.0,Closure Temporary,Los Angeles County,2020,closure temporary
5032,03/26/2020,03/16/2020,04/10/2020,"Hollywood & Vine Restaurant Operator, LLC","Hollywood & Vine Restaurant Operator, LLC",Hollywood,Los Angeles County,78.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5033,03/25/2020,03/15/2020,04/10/2020,Sheraton Universal Hotel,Sheraton Universal Hotel,Universal City,Los Angeles County,310.0,Closure Temporary,Los Angeles County,2020,closure temporary
5034,03/20/2020,03/14/2020,04/10/2020,Hilton Los Angeles North/Glendale & ExecutiveMeeting Center,Hilton,Glendale,Los Angeles County,150.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5035,03/27/2020,03/21/2020,04/10/2020,Residence Inn and SpringHill Suites San DiegoDowntown/Bayfront,Residence Inn ,San Diego,San Diego County,129.0,Layoff Temporary,San Diego County,2020,layoff temporary
5036,03/24/2020,03/21/2020,04/10/2020,"Sheraton Operating Corporation, dba WestinSan Diego Gaslamp Quarter",Sheraton Operating Corporation ,San Diego,San Diego County,214.0,Layoff Temporary,San Diego County,2020,layoff temporary
5037,03/27/2020,02/29/2020,04/10/2020,"Marriott Hotel Services inc, dba San FranciscoMarriott Marquis","Marriott Hotel Services, Inc.",San Francisco,San Francisco County,808.0,Layoff Temporary,San Francisco County,2020,layoff temporary
5038,03/27/2020,03/20/2020,04/10/2020,Prospect International Airport Services Corp.,Prospect International Airport Services Corp.,San Francisco,San Francisco County,142.0,Layoff Temporary,San Francisco County,2020,layoff temporary
5039,03/27/2020,04/01/2020,04/10/2020,PLAYWORKS,Playworks,Oakland,Alameda County,60.0,Layoff Temporary,Alameda County,2020,layoff temporary
5040,03/28/2020,03/17/2020,04/10/2020,"2355 Telegraph LLC, DBA Super Duper,","2355 Telegraph LLC, DBA Super Duper,",Berkeley,Alameda County,25.0,Layoff Temporary,Alameda County,2020,layoff temporary
