Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,Year
5348,03/18/2020,03/18/2020,03/25/2020,"Stieber Castro Valley EWC Inc, dba EuropeanWax Center","Stieber Castro Valley EWC Inc, dba EuropeanWax Center",Castro Valley,Alameda County,21.0,closure temporary,2020
5349,03/23/2020,03/20/2020,03/25/2020,Ajinomoto Foods North America,Ajinomoto Foods North America,Hayward,Alameda County,164.0,layoff temporary,2020
5350,03/26/2020,03/26/2020,03/25/2020,InterContinental Los Angeles Century City atBeverly Hills,"Intercontinental Hotels Group Resources, LLC",Los Angeles,Los Angeles County,262.0,closure type unknown,2020
5351,03/24/2020,03/19/2020,03/25/2020,"Agoura&rsquo;s Famous Deli, Inc","Agoura&rsquo;s Famous Deli, Inc",Agoura Hills,Los Angeles County,40.0,layoff temporary,2020
5352,03/24/2020,03/20/2020,03/25/2020,"Aquirecorp's Norwalk Auto Auction, Inc",Aquirecorp Norwalk Auto Action,Norwalk,Los Angeles County,79.0,layoff temporary,2020
5353,03/25/2020,03/25/2020,03/25/2020,The Huntley Hotel Santa Monica,The Huntley Hotel Santa Monica,Santa Monica,Los Angeles County,230.0,layoff temporary,2020
5354,03/25/2020,03/23/2020,03/25/2020,"NewVac LLC,",NewVac LLC,Chatsworth,Los Angeles County,74.0,layoff temporary,2020
5355,03/26/2020,03/15/2020,03/25/2020,"71 Above, Inc. dba 71Above Restaurant","71 Above, Inc. dba 71Above Restaurant",Los Angeles,Los Angeles County,120.0,closure type unknown,2020
5356,03/25/2020,03/19/2020,03/25/2020,"Country Deli I, Inc","Country Deli I, Inc",Chatsworth,Los Angeles County,30.0,closure temporary,2020
5357,03/25/2020,03/19/2020,03/25/2020,"Lovi&rsquo;s Delicatessen, Inc.","Lovi&rsquo;s Delicatessen, Inc.",Calabasas,Los Angeles County,60.0,layoff temporary,2020
5358,03/19/2020,03/19/2020,03/25/2020,Citrus LLC,Citrus LLC,Los Angeles,Los Angeles County,200.0,layoff temporary,2020
5359,03/19/2020,03/15/2020,03/25/2020,"Empire Chauffeured Services, Ltd.","Empire Chauffeured Services, Ltd",El Segundo,Los Angeles County,159.0,layoff temporary,2020
5360,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson Recreational Vehicles, SantaFe Springs",Mike Thompson Recreational Vehicles,Santa Fe Springs,Los Angeles County,48.0,layoff temporary,2020
5361,03/18/2020,03/18/2020,03/25/2020,Carmel Valley Ranch,Carmel Valley Ranch,Carmel,Monterey County,600.0,closure temporary,2020
5362,03/19/2020,03/21/2020,03/25/2020,Hyatt Corporation dba Hyatt Regency OrangeCounty,Hyatt Corporation,Garden Grove,Orange County,369.0,closure temporary,2020
5363,03/25/2020,03/18/2020,03/25/2020,"The Waterfront Beach Resort, a Hilton Hotel","The Waterfront Beach Resort, a Hilton Hotel",Huntington Beach,Orange County,502.0,layoff temporary,2020
5364,03/24/2020,03/17/2020,03/25/2020,King's Seafood Company,King's Seafood Company,Costa Mesa,Orange County,1.0,layoff type unknown,2020
5365,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson Recreational Vehicle,Fountain Valley",Mike Thompson Recreational Vehicles,Fountain Valley,Orange County,24.0,layoff temporary,2020
5366,03/18/2020,03/18/2020,03/25/2020,"BLEEM Inc, dba European Wax Center","BLEEM Inc, dba European Wax Center",Roseville,Placer County,16.0,closure temporary,2020
5367,03/18/2020,03/18/2020,03/25/2020,"Fountains EWC Inc, dba European Wax Center","Fountains EWC Inc, dba European Wax Center",Roseville,Placer County,25.0,closure temporary,2020
5368,06/24/2020,04/03/2020,03/25/2020,Mike Thompson Recreational Vehicles,Mike Thompson Recreational Vehicles,Cathedral City,Riverside County,18.0,layoff temporary,2020
5369,03/18/2020,03/18/2020,03/25/2020,"Elk Grove EWC Inc, dba European Wax Center","Elk Grove EWC Inc, dba European Wax Center",Elk Grove,Sacramento County,17.0,closure temporary,2020
5370,03/18/2020,03/18/2020,03/25/2020,"Broadstone EWC Inc, dba European WaxCenter","Broadstone EWC Inc, dba European WaxCenter",Folsom,Sacramento County,22.0,closure temporary,2020
5371,03/19/2020,03/27/2020,03/25/2020,"Domus Construction & Design, Inc.","Domus Construction & Design, Inc.",Sacramento,Sacramento County,61.0,layoff permanent,2020
5372,06/24/2020,04/03/2020,03/25/2020,"Mike Thompson RV, Colton",Mike Thompson Recreational Vehicles,Colton,San Bernardino County,68.0,layoff temporary,2020
5373,03/25/2020,03/25/2020,03/25/2020,Park Hyatt Aviara,Park Hyatt Aviara,Carlsbad,San Diego County,496.0,layoff temporary,2020
5374,03/25/2020,03/29/2020,03/25/2020,Andaz San Diego,Andaz,San Diego,San Diego County,114.0,layoff temporary,2020
5375,03/18/2020,03/18/2020,03/25/2020,"Stockton EWC Inc, dba European Wax Center","Stockton EWC Inc, dba European Wax Center",Stockton,San Joaquin County,17.0,closure temporary,2020
5376,03/25/2020,03/25/2020,03/25/2020,Hilton Garden Inn Davis Downtown,Hilton,Davis,Yolo County,59.0,layoff temporary,2020
5377,03/18/2020,03/18/2020,03/25/2020,"CJJ EWC Inc, dba European Wax Center","CJJ EWC Inc, dba European Wax Center",Davis,Yolo County,17.0,closure temporary,2020
5378,03/25/2020,03/25/2020,03/25/2020,1 Hotel West Hollywood,1 Hotel West Hollywood,West Hollywood,Los Angeles County,223.0,layoff temporary,2020
5379,03/25/2020,03/17/2020,03/25/2020,DoubleTree by Hilton,Doubletree Hotels,San Pedro,Los Angeles County,59.0,layoff temporary,2020
5380,03/19/2020,03/20/2020,03/25/2020,Andaz West Hollywood,Andaz,West Hollywood,Los Angeles County,160.0,closure temporary,2020
5381,03/19/2020,03/22/2020,03/25/2020,"dnata US Inflight Catering, LLC",dnata US Inflight Catering LLC,Brisbane,San Mateo County,39.0,layoff permanent,2020
5382,03/25/2020,03/12/2020,03/25/2020,Choicelunch,Choicelunch,Danville,Contra Costa County,162.0,layoff temporary,2020
5383,03/19/2020,03/18/2020,03/25/2020,Jeni&rsquo;s Splendid Ice Creams,Jeni&rsquo;s Splendid Ice Creams,Calabasas,Los Angeles County,11.0,closure temporary,2020
5384,03/19/2020,03/18/2020,03/25/2020,Jeni's Splendid Ice Creams,Jeni's Splendid Ice Creams,Los Angeles,Los Angeles County,31.0,closure temporary,2020
5385,03/19/2020,03/18/2020,03/25/2020,"MGT Industries, Inc.","MGT Industries, Inc.",Los Angeles,Los Angeles County,96.0,layoff temporary,2020
5386,03/25/2020,03/25/2020,03/25/2020,NHRA CHAMPIONSHIP DRAG RACING,NHRA CHAMPIONSHIP DRAG RACING,Glendora,Los Angeles County,60.0,layoff temporary,2020
5387,03/25/2020,03/25/2020,03/25/2020,Pitney Bowes Inc,Pitney Bowes Inc,Los Angeles,Los Angeles County,208.0,closure permanent,2020
5388,03/25/2020,03/25/2020,03/25/2020,"BLAS Operating Company, LLC dbaBernardus Lodge & Spa","BLAS Operating Company, LLC dbaBernardus Lodge & Spa",Carmel Valley,Monterey County,198.0,layoff temporary,2020
5389,03/25/2020,04/01/2020,03/25/2020,"Westview Services, Inc.","Westview Services, Inc.",Anaheim,Orange County,218.0,layoff type unknown,2020
5390,03/19/2020,03/16/2020,03/25/2020,PSLCT Inc. dba Las Casuelas Terraza,PSLCT Inc. dba Las Casuelas Terraza,Palm Springs,Riverside County,132.0,closure temporary,2020
5391,03/19/2020,03/13/2020,03/25/2020,Family YMCA of the Desert,Family YMCA of the Desert,Palm Desert,Riverside County,348.0,layoff temporary,2020
5392,03/20/2020,03/17/2020,03/25/2020,Sammy&rsquo;s Woodfired Pizza & Grill/ToastGastroBrunch/Toasted Gastrobrunch,Sammy&rsquo;s Woodfired Pizza & Grill/ToastGastroBrunch/Toasted Gastrobrunch,La Jolla,San Diego County,330.0,closure temporary,2020
5393,03/25/2020,03/25/2020,03/25/2020,Eatery Green LLC dba: Herb & Wood,Eatery Green LLC dba: Herb & Wood,San Diego,San Diego County,115.0,layoff temporary,2020
5394,03/19/2020,03/16/2020,03/25/2020,"WHTIAKER CONSTRUCTION GROUP, INC.","Whitaker Construction Group, Inc.",Paso Robles,San Luis Obispo County,37.0,layoff temporary,2020
5395,03/24/2020,03/24/2020,03/25/2020,Boardwalk Auto Center,Boardwalk Auto Center,Redwood City,San Mateo County,1.0,closure temporary,2020
5396,03/25/2020,03/25/2020,03/25/2020,Indochino Apparel (US) INC,Indochino Apparel (US) INC,Santa Clara,Santa Clara County,8.0,layoff temporary,2020
5397,03/19/2020,03/16/2020,03/25/2020,"Cotton Tops Enterprises, Inc. dba Sport ClipsHaircuts","Cotton Tops Enterprises, Inc. dba Sport ClipsHaircuts",Davis,Yolo County,7.0,closure temporary,2020
5398,03/13/2020,03/14/2020,03/24/2020,"Lee&rsquo;s United Gymnastics Academy, LLC","Lee&rsquo;s United Gymnastics Academy, LLC",Hanford,Kings County,22.0,closure temporary,2020
5399,03/18/2020,04/19/2020,03/24/2020,"Santa Monica Amusements LLC, dba PacificPark","Santa Monica Amusements LLC, dba PacificPark",Santa Monica,Los Angeles County,380.0,layoff temporary,2020
5400,03/18/2020,03/20/2020,03/24/2020,Homewood Suites By Hilton-Anaheim Resort-Convention Center,Homewood Suites,Anaheim,Orange County,73.0,closure temporary,2020
5401,03/24/2020,03/24/2020,03/24/2020,"Quick Bridge Funding, LLC","Quick Bridge Funding, LLC",Irvine,Orange County,49.0,layoff type unknown,2020
5402,03/24/2020,03/25/2020,03/24/2020,JC Resorts dba Los Serranos Golf Club,JC RESORTS,Chino Hills,San Bernardino County,98.0,layoff type unknown,2020
5403,03/19/2020,03/22/2020,03/24/2020,Hyatt Regency La Jolla,Hyatt Regency,San Diego,San Diego County,235.0,closure temporary,2020
5404,03/19/2020,03/13/2020,03/24/2020,"Hakkasan Holdings, LLC, dba Hakkasan Group",Hakkasan Holdings LLC,San Diego,San Diego County,4.0,closure temporary,2020
5405,03/21/2020,03/21/2020,03/24/2020,"Azul Hospitality dba Broadway, LLC aka TheGuild Hotel San Diego",Azul Hospitality,San Diego,San Diego County,101.0,layoff temporary,2020
5406,03/20/2020,03/25/2020,03/24/2020,Hospitality Team Members Inc dba WelkResorts,"HOSPITALITY TEAM MEMBERS, INC",San Marcos,San Diego County,110.0,layoff temporary,2020
5407,03/20/2020,03/25/2020,03/24/2020,Welk Resort San Diego,Welk Resort San Diego,Escondido,San Diego County,216.0,layoff temporary,2020
5408,03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc,Movement for Life,San Luis Obispo,San Luis Obispo County,166.0,closure permanent,2020
5409,03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc.,Movement for Life,San Luis Obispo,San Luis Obispo County,166.0,layoff type unknown,2020
5410,03/19/2020,03/17/2020,03/24/2020,Alisal Properties dba Alisal Guest Ranch &Resort,Alisal Properties dba Alisal Guest Ranch &Resort,Solvang,Santa Barbara County,348.0,closure temporary,2020
5411,03/23/2020,03/23/2020,03/24/2020,"Azul Hospitality - SRSB, LLC",Azul Hospitality,Redding,Shasta County,121.0,layoff temporary,2020
5412,03/23/2020,03/18/2020,03/24/2020,"Tarantula Hill Brewing Company, LLC","Tarantula Hill Brewing Company, LLC",Thousand Oaks,Ventura County,71.0,layoff permanent,2020
5413,03/24/2020,03/24/2020,03/24/2020,"Museum of Contemporary Art, Los Angeles","Museum of Contemporary Art, Los Angeles",Los Angeles,Los Angeles County,109.0,layoff type unknown,2020
5414,03/24/2020,03/12/2020,03/24/2020,"Merritt Hospitality, LLC dba Monterey Tides",Merritt Hospitality LLC,Monterey,Monterey County,107.0,layoff temporary,2020
5415,03/24/2020,03/24/2020,03/24/2020,Zephyr Hotel San Francisco,Zephyr Hotel San Francisco,San Francisco,San Francisco County,73.0,layoff temporary,2020
5416,06/16/2020,03/22/2020,03/24/2020,"Shadkor, Inc. DBA Milt & Edie&rsquo;sDrycleaners","Shadkor, Inc. DBA Milt & Edie&rsquo;sDrycleaners",Burbank,Los Angeles County,67.0,layoff temporary,2020
5417,03/18/2020,03/18/2020,03/24/2020,Doubletree Los Angeles Downtown,Doubletree Hotels,Los Angeles,Los Angeles County,96.0,layoff temporary,2020
5418,03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC","Tavistock Restaurants Upscale GroupHoldings, LLC",Los Angeles,Los Angeles County,95.0,layoff temporary,2020
5419,03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC","Tavistock Restaurants Upscale GroupHoldings, LLC",Marina Del Rey,Los Angeles County,70.0,layoff temporary,2020
5420,03/19/2020,03/20/2020,03/24/2020,Hyatt Centric The Pike Long Beach,Hyatt Centric,Long Beach,Los Angeles County,73.0,closure temporary,2020
5421,03/19/2020,03/20/2020,03/24/2020,Hyatt Regency Long Beach,Hyatt Regency,Long Beach,Los Angeles County,429.0,closure temporary,2020
5422,03/19/2020,03/20/2020,03/24/2020,"O.P.H. - R.B., Inc., The Original PancakeHouse","O.P.H. - R.B., Inc., The Original PancakeHouse",Redondo Beach,Los Angeles County,44.0,closure temporary,2020
5423,03/24/2020,03/15/2020,03/24/2020,Autism Behavior Consultants,Autism Behavior Consultants,Torrance,Los Angeles County,150.0,layoff temporary,2020
5424,03/24/2020,03/14/2020,03/24/2020,Napa Valley Casino,Napa Valley Casino,American Canyon,Napa County,1.0,layoff type unknown,2020
5425,03/19/2020,03/20/2020,03/24/2020,"O.P.H Laguna Hills, Inc. dba The OriginalPancake House","O.P.H Laguna Hills, Inc. dba The OriginalPancake House",Aliso Viejo,Orange County,42.0,closure temporary,2020
5426,03/19/2020,03/20/2020,03/24/2020,"OPH Restaurant Surf City LLC, dba TheOriginal Pancake House","OPH Restaurant Surf City LLC, dba TheOriginal Pancake House",Huntington Beach,Orange County,40.0,closure temporary,2020
5427,03/19/2020,03/14/2020,03/24/2020,Players Casino,PLAYERS CASINO,Ventura,Ventura County,183.0,closure temporary,2020
5428,03/23/2020,03/17/2020,03/23/2020,YogaWorks,YogaWorks,Culver City,Los Angeles County,1514.0,layoff type unknown,2020
5429,03/23/2020,03/23/2020,03/23/2020,"GL CCH, LLC dba Culver City Honda",GL CCH,Culver City,Los Angeles County,110.0,layoff type unknown,2020
5430,03/23/2020,03/23/2020,03/23/2020,GL CCT LLC dba Culver City Toyota,GL CCT LLC dba Culver City Toyota,Culver City,Los Angeles County,181.0,layoff type unknown,2020
5431,03/23/2020,03/23/2020,03/23/2020,"GL HHR, LLC dba Hammer Honda","GL HHR, LLC dba Hammer Honda",Reseda,Los Angeles County,79.0,layoff type unknown,2020
5432,03/23/2020,03/23/2020,03/23/2020,"GL HMH, LLC dba Hamer Toyota","GL HMH, LLC dba Hamer Toyota",Mission Hills,Los Angeles County,233.0,layoff type unknown,2020
5433,03/23/2020,03/23/2020,03/23/2020,"GL WCT LLC, dba: West Coast Toyota","GL WCT LLC, dba: West Coast Toyota",Long Beach,Los Angeles County,98.0,layoff type unknown,2020
5434,03/23/2020,03/23/2020,03/23/2020,GL LBH dba Long Beach Honda,"GL LBH, LLC",Signal Hill,Los Angeles County,115.0,layoff type unknown,2020
5435,03/23/2020,03/17/2020,03/23/2020,"Merritt Hospitality, LLC dba Costa MesaMarriott",Merritt Hospitality LLC,Costa Mesa,Orange County,1.0,layoff type unknown,2020
5436,03/23/2020,03/23/2020,03/23/2020,"GL Huntington Beach LLC aka HuntingtonBeach Nissan, LLC dba Stadium Nissan","GL Huntington Beach LLC aka HuntingtonBeach Nissan, LLC dba Stadium Nissan",Orange,Orange County,76.0,layoff type unknown,2020
5437,03/23/2020,03/23/2020,03/23/2020,GL TOD LLC dba Toyota of the Desert,GL TOD LLC dba Toyota of the Desert,Cathedral City,Riverside County,126.0,layoff type unknown,2020
5438,03/23/2020,03/23/2020,03/23/2020,GL HOD LLC dba: Honda of the Desert,GL HOD LLC dba: Honda of the Desert,Cathedral City,Riverside County,69.0,layoff type unknown,2020
5439,03/23/2020,03/23/2020,03/23/2020,Dariotis Group dba Old Spaghetti Factory,Dariotis Group,Rancho Cucamonga,San Bernardino County,118.0,layoff temporary,2020
5440,03/27/2020,03/27/2020,03/23/2020,Greenfield Fence Inc,Greenfield Fence Inc,Oceanside,San Diego County,1.0,layoff type unknown,2020
5441,03/22/2020,03/24/2020,03/23/2020,Crews,Crews,Los Angeles,Los Angeles County,243.0,layoff type unknown,2020
5442,03/23/2020,03/18/2020,03/23/2020,Pebble Beach Company,Pebble Beach Company,Pebble Beach,Monterey County,1800.0,closure temporary,2020
5443,03/19/2020,03/22/2020,03/23/2020,Hotel RIU Plaza Fisherman&rsquo;s Wharf,Hotel RIU Plaza Fisherman&rsquo;s Wharf,San Francisco,San Francisco County,209.0,closure temporary,2020
5444,03/19/2020,05/22/2020,03/23/2020,"Mizkan America, Inc.","Mizkan America, Inc.",Stockton,San Joaquin County,221.0,closure permanent,2020
5445,03/20/2020,03/20/2020,03/23/2020,LAFAYETTE PARK HOTEL ASSOCIATES,LAFAYETTE PARK HOTEL ASSOCIATES,Lafayette,Contra Costa County,175.0,layoff permanent,2020
5446,03/23/2020,03/20/2020,03/23/2020,Del Amo Motorsports,Del Amo Motorsports,Redondo Beach,Los Angeles County,1.0,layoff type unknown,2020
5447,03/19/2020,03/20/2020,03/23/2020,Las Alcobas Resort & Spa,Las Alcobas Resort & Spa,Saint Helena,Napa County,143.0,layoff temporary,2020
5448,03/19/2020,03/23/2020,03/23/2020,Hilton San Diego/Del Mar,Hilton,Del Mar,San Diego County,95.0,layoff temporary,2020
5449,03/21/2020,03/20/2020,03/21/2020,Residence Inn by Marriott Newark SiliconValley,Residence Inn,Newark,Alameda County,41.0,layoff type unknown,2020
5450,03/20/2020,03/20/2020,03/21/2020,Stanford Park Hotel,Stanford Park Hotel,Menlo Park,San Mateo County,124.0,layoff temporary,2020
5451,03/21/2020,03/13/2020,03/21/2020,Embassy Suites Irvine,Embassy Suites,Irvine,Orange County,73.0,layoff temporary,2020
5452,03/20/2020,03/17/2020,03/21/2020,Feast California Cafe LLC dba Corner BakeryCafe,Feast California Cafe LLC,Murrieta,Riverside County,173.0,layoff temporary,2020
5453,03/20/2020,03/17/2020,03/21/2020,"Feast California Cafe, LLC",Feast California Cafe LLC,Murrieta,Riverside County,173.0,layoff temporary,2020
5454,03/20/2020,03/19/2020,03/21/2020,"DMSD Restaurants, Inc. dba Denny's","DMSD Restaurants, Inc. dba Denny's",Murrieta,Riverside County,492.0,layoff type unknown,2020
5455,03/21/2020,03/21/2020,03/21/2020,Hyatt Regency San Francisco,Hyatt Regency,San Francisco,San Francisco County,469.0,layoff type unknown,2020
5456,03/18/2020,03/16/2020,03/20/2020,"Regency Enterprises, Incorporated DBARegency Lighting","Regency Enterprises, Incorporated DBARegency Lighting",Chatsworth,Los Angeles County,39.0,layoff temporary,2020
5457,03/18/2020,03/17/2020,03/20/2020,Burke Williams Beyond the Spa,"Burke Williams, Inc.",Woodland Hills,Los Angeles County,145.0,closure temporary,2020
5458,03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc,"Burke Williams, Inc.",Inglewood,Los Angeles County,56.0,closure temporary,2020
5459,03/18/2020,03/17/2020,03/20/2020,"Burke Williams, Inc.","Burke Williams, Inc.",Sherman Oaks,Los Angeles County,125.0,closure temporary,2020
5460,03/18/2020,03/19/2020,03/20/2020,Ventana Big Sur,Ventana Big Sur,Big Sur,Monterey County,216.0,layoff temporary,2020
5461,03/18/2020,03/18/2020,03/20/2020,"S3 Hospitality, LLC dba Hilton Garden Inn","S3 Hospitality, LLC dba Hilton Garden Inn",Irvine,Orange County,70.0,closure temporary,2020
5462,03/18/2020,03/18/2020,03/20/2020,"SoCal Hospitality , LLC dba Hilton Garden Inn","SoCal Hospitality , LLC dba Hilton Garden Inn",Lake Forest,Orange County,63.0,closure temporary,2020
5463,03/18/2020,03/18/2020,03/20/2020,"Tides Hospitality, LLC dba Hampton Inn &Suites","Tides Hospitality, LLC dba Hampton Inn &Suites",Irvine,Orange County,47.0,closure temporary,2020
5464,03/18/2020,03/17/2020,03/20/2020,Burke Williams Day Inc.,"Burke Williams, Inc.",Orange,Orange County,127.0,closure temporary,2020
5465,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Sacramento, LLC",Punch Bowl,Sacramento,Sacramento County,115.0,layoff permanent,2020
5466,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Rancho Cucamonga, LLC",Punch Bowl,Rancho Cucamonga,San Bernardino County,105.0,layoff permanent,2020
