,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
7951,02/13/2017,04/14/2017,02/17/2017,Valley CAPS,Stockton,No Name,32.0,Closure Permanent,No County Name
7952,02/16/2017,02/26/2017,02/17/2017,"Puglia Engineering, Inc.",San Francisco,No Name,184.0,Closure Unknown at this time,No County Name
7953,02/10/2017,02/28/2017,02/21/2017,SP Plus Corporation,Los Angeles,No Name,101.0,Closure Unknown at this time,No County Name
7954,02/16/2017,04/21/2017,02/21/2017,LPL Financial LLC,San Diego,No Name,133.0,Layoff Permanent,No County Name
7955,02/09/2017,02/09/2017,02/22/2017,"Space Systems/Loral, LLC",Palo Alto,No Name,161.0,Layoff Permanent,No County Name
7956,02/16/2017,04/21/2017,02/22/2017,"VF Outdoor, LLC",Alameda,No Name,52.0,Closure Permanent,No County Name
7957,02/17/2017,04/21/2017,02/23/2017,Boeing Company,El Segundo,No Name,78.0,Layoff Unknown at this time,No County Name
7958,02/17/2017,04/21/2017,02/23/2017,Boeing Company,Huntington Beach,No Name,16.0,Layoff Unknown at this time,No County Name
7959,02/21/2017,04/28/2017,02/23/2017,"Rockwell Collins, Inc.",Irvine,No Name,44.0,Layoff Permanent,No County Name
7960,02/22/2017,05/01/2017,02/23/2017,"Teva Pharmaceuticals USA, Inc.",Corona,No Name,1.0,Layoff Permanent,No County Name
7961,02/23/2017,02/01/2017,02/23/2017,Symantec Corporation,Mountain View,No Name,3.0,Layoff Permanent,No County Name
7962,02/22/2017,02/22/2017,02/27/2017,"Quixey, Inc.",Mountain View,No Name,48.0,Closure Permanent,No County Name
7963,02/23/2017,02/23/2017,02/27/2017,"Maker Studios, Inc.",Culver City,No Name,75.0,Layoff Unknown at this time,No County Name
7964,03/01/2017,04/30/2017,03/01/2017,"Quantum Health, Inc. d/b/a Promise",San Diego,No Name,257.0,Closure Permanent,No County Name
7965,03/01/2017,05/01/2017,03/01/2017,"Marvell Semiconductor, Inc.",Aliso Viejo,No Name,1.0,Layoff Permanent,No County Name
7966,03/01/2017,05/01/2017,03/01/2017,"Marvell Semiconductor, Inc.",Santa Clara,No Name,29.0,Layoff Permanent,No County Name
7967,03/01/2017,05/01/2017,03/02/2017,"Juniper Networks, Inc.",Sunnyvale,No Name,99.0,Layoff Permanent,No County Name
7968,03/01/2017,05/02/2017,03/02/2017,"Mastec North America, Inc.",Anaheim,No Name,61.0,Layoff Permanent,No County Name
7969,03/01/2017,05/02/2017,03/02/2017,"Mastec North America, Inc.",Santa Clarita,No Name,13.0,Layoff Permanent,No County Name
7970,03/02/2017,04/30/2017,03/02/2017,"Global Sulfur Systems, Inc.",Cerritos,No Name,15.0,Closure Permanent,No County Name
7971,03/02/2017,05/01/2017,03/02/2017,"Banc of California, N.A.",Irvine,No Name,45.0,Layoff Permanent,No County Name
7972,03/02/2017,05/01/2017,03/02/2017,"Banc of California, N.A.",Santa Ana,No Name,94.0,Layoff Permanent,No County Name
7973,03/02/2017,05/01/2017,03/02/2017,"The Nature's Bounty Co., Inc.",Garden Grove,No Name,213.0,Closure Permanent,No County Name
7974,03/02/2017,05/01/2017,03/02/2017,"The Nature's Bounty Co., Inc.",Santa Fe Springs,No Name,10.0,Closure Permanent,No County Name
7975,02/14/2017,04/28/2017,03/03/2017,Pfizer,Palo Alto,No Name,38.0,Closure Unknown at this time,No County Name
7976,02/27/2017,04/28/2017,03/03/2017,Hitachi Data Systems,Santa Clara,No Name,118.0,Layoff Permanent,No County Name
7977,02/28/2017,04/30/2017,03/03/2017,"Paramedics Plus, LLC",San Leandro,No Name,465.0,Closure Permanent,No County Name
7978,02/22/2017,04/23/2017,03/06/2017,"Beachbody, LLC",El Segundo,No Name,55.0,Layoff Permanent,No County Name
7979,02/22/2017,04/23/2017,03/06/2017,"Beachbody, LLC",Santa Monica,No Name,142.0,Layoff Permanent,No County Name
7980,03/02/2017,05/05/2017,03/06/2017,PL Developments,Lynwood,No Name,53.0,Closure Permanent,No County Name
7981,03/06/2017,04/01/2017,03/06/2017,"SiftMill, Inc.",Riverside,No Name,3.0,Closure Permanent,No County Name
7982,03/06/2017,05/08/2017,03/06/2017,Byer California,San Francisco,No Name,99.0,Layoff Permanent,No County Name
7983,02/24/2017,05/01/2017,03/07/2017,Chemring Energetic Devices,Torrance,No Name,93.0,Closure Permanent,No County Name
7984,03/01/2017,02/24/2017,03/07/2017,City National Bank,San Diego,No Name,4.0,Closure Permanent,No County Name
7985,03/02/2017,05/01/2017,03/07/2017,DSSD,Menlo Park,No Name,68.0,Layoff Permanent,No County Name
7986,03/06/2017,06/30/2017,03/07/2017,Medtronic,Sunnyvale,No Name,17.0,Closure Permanent,No County Name
7987,03/07/2017,03/09/2017,03/08/2017,"Cisco Systems, Inc.",San Jose,No Name,115.0,Layoff Permanent,No County Name
7988,03/08/2017,03/09/2017,03/10/2017,"SunEdison, Inc.",Redwood City,No Name,3.0,Layoff Permanent,No County Name
7989,03/09/2017,12/16/2016,03/10/2017,"PayPal, Inc.",San Jose,No Name,5.0,Layoff Permanent,No County Name
7990,03/13/2017,05/11/2017,03/13/2017,"BCBG Max Azria Group, LLC",Vernon,No Name,116.0,Layoff Permanent,No County Name
7991,03/14/2017,03/14/2017,03/14/2017,"GoPro, Inc.",San Mateo,No Name,94.0,Layoff Permanent,No County Name
7992,03/10/2017,05/12/2017,03/15/2017,"McLane/Suneast, Inc. d/b/a McLane",San Bernardino,No Name,86.0,Layoff Permanent,No County Name
7993,03/14/2017,05/31/2017,03/15/2017,"North Coast Rehab, Inc.",Fountain Valley,No Name,465.0,Closure Permanent,No County Name
7994,03/07/2017,04/14/2017,03/16/2017,"Diamond Foods, LLC",Stockton,No Name,240.0,Layoff Permanent,No County Name
7995,03/15/2017,05/17/2017,03/16/2017,Northrop Grumman Technology,Fort Irwin,No Name,462.0,Layoff Permanent,No County Name
7996,03/15/2017,03/08/2017,03/17/2017,"GREE International Entertainment, Inc.",San Francisco,No Name,85.0,Layoff Unknown at this time,No County Name
7997,03/16/2017,05/19/2017,03/17/2017,"Conagra Brands, Inc.",Fresno,No Name,73.0,Closure Permanent,No County Name
7998,03/16/2017,05/19/2017,03/17/2017,"Meadowbrook Meat Company, Inc.",Ontario,No Name,171.0,Closure Permanent,No County Name
7999,03/17/2017,05/17/2017,03/17/2017,Coca-Cola Refreshments,San Diego,No Name,102.0,Layoff Permanent,No County Name
8000,03/17/2017,05/31/2017,03/20/2017,Nasco Education LLC,Modesto,No Name,46.0,Layoff Permanent,No County Name
8001,03/20/2017,05/19/2017,03/20/2017,"Technicolor, Inc.",Ontario,No Name,71.0,Closure Permanent,No County Name
8002,03/15/2017,05/15/2017,03/21/2017,Gateway One Lending & Finance,Anaheim,No Name,54.0,Layoff Permanent,No County Name
8003,03/15/2017,05/15/2017,03/21/2017,Gateway One Lending & Finance,Rocklin,No Name,4.0,Layoff Permanent,No County Name
8004,03/17/2017,06/01/2017,03/22/2017,"Mi Pueblo, LLC",San Jose,No Name,39.0,Layoff Permanent,No County Name
8005,03/23/2017,05/22/2017,03/24/2017,Stagecoach Vineyards,Napa,No Name,100.0,Closure Permanent,No County Name
8006,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Brea,No Name,10.0,Closure Permanent,No County Name
8007,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Brisbane,No Name,136.0,Closure Permanent,No County Name
8008,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Cabazon,No Name,13.0,Closure Permanent,No County Name
8009,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Camarillo,No Name,14.0,Closure Permanent,No County Name
8010,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",El Segundo,No Name,12.0,Closure Permanent,No County Name
8011,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Folsom,No Name,10.0,Closure Permanent,No County Name
8012,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Los Angeles,No Name,160.0,Closure Permanent,No County Name
8013,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,No Name,14.0,Closure Permanent,No County Name
8014,03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Torrance,No Name,10.0,Closure Permanent,No County Name
8015,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Arcadia,No Name,10.0,Closure Permanent,No County Name
8016,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Canoga Park,No Name,11.0,Closure Permanent,No County Name
8017,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Concord,No Name,11.0,Closure Permanent,No County Name
8018,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Livermore,No Name,12.0,Closure Permanent,No County Name
8019,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Modesto,No Name,10.0,Closure Permanent,No County Name
8020,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Pleasanton,No Name,10.0,Closure Permanent,No County Name
8021,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Rancho,No Name,13.0,Closure Permanent,No County Name
8022,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,No Name,7.0,Closure Permanent,No County Name
8023,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,No Name,10.0,Closure Permanent,No County Name
8024,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Santa Clara,No Name,15.0,Closure Permanent,No County Name
8025,03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Sherman Oaks,No Name,15.0,Closure Permanent,No County Name
8026,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc",Los Angeles,No Name,18.0,Closure Permanent,No County Name
8027,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Emeryville,No Name,8.0,Closure Permanent,No County Name
8028,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Fresno,No Name,11.0,Closure Permanent,No County Name
8029,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Glendale,No Name,15.0,Closure Permanent,No County Name
8030,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Irvine,No Name,8.0,Closure Permanent,No County Name
8031,03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Sacramento,No Name,18.0,Closure Permanent,No County Name
8032,03/22/2017,06/01/2017,03/30/2017,"ProPortion Foods, LLC",Los Angeles,No Name,70.0,Closure Permanent,No County Name
8033,03/25/2017,05/27/2017,03/30/2017,"bebe stores, Inc.",San Ysidro,No Name,27.0,Closure Permanent,No County Name
8034,03/23/2017,07/31/2017,04/02/2017,"Meadowbrook Meat Company, Inc.,",Pleasanton,No Name,92.0,Closure Permanent,No County Name
8035,03/29/2017,06/01/2017,04/02/2017,"United Launch Alliance, LLC",Vandenberg AFB,No Name,48.0,Layoff Permanent,No County Name
8036,03/29/2017,06/02/2017,04/02/2017,"Western Digital Technology, Inc.",San Jose,No Name,131.0,Layoff Permanent,No County Name
8037,03/24/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Cerritos,No Name,10.0,Closure Permanent,No County Name
8038,03/24/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",San Mateo,No Name,8.0,Closure Permanent,No County Name
8039,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Chula Vista,No Name,10.0,Closure Permanent,No County Name
8040,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Mission Viejo,No Name,7.0,Closure Permanent,No County Name
8041,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Newport Beach,No Name,14.0,Closure Permanent,No County Name
8042,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Ontario,No Name,20.0,Closure Permanent,No County Name
8043,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Roseville,No Name,12.0,Closure Permanent,No County Name
8044,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",San Francisco,No Name,8.0,Closure Permanent,No County Name
8045,03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Santa Ana,No Name,9.0,Closure Permanent,No County Name
8046,03/29/2017,06/02/2017,04/04/2017,"Western Digital Technology, Inc.",Irvine,No Name,51.0,Layoff Permanent,No County Name
8047,03/17/2017,05/19/2017,04/05/2017,Boeing Company,El Segundo,No Name,27.0,Layoff Unknown at this time,No County Name
8048,03/17/2017,05/19/2017,04/05/2017,Boeing Company,Huntington Beach,No Name,47.0,Layoff Unknown at this time,No County Name
8049,03/17/2017,06/01/2017,04/05/2017,"Vose Technical Systems, Inc.",Fort Irwin,No Name,60.0,Layoff Permanent,No County Name
8050,03/28/2017,03/28/2017,04/05/2017,"Vanguard Space Technologies, Inc.",San Diego,No Name,53.0,Closure Permanent,No County Name
8051,03/29/2017,12/29/2016,04/05/2017,"PayPal, Inc.",San Francisco,No Name,4.0,Layoff Permanent,No County Name
8052,03/29/2017,12/29/2016,04/05/2017,"PayPal, Inc.",San Jose,No Name,32.0,Layoff Permanent,No County Name
8053,03/22/2017,05/22/2017,04/06/2017,Western Tube and Conduit,Carson,No Name,236.0,Closure Temporary,No County Name
8054,03/27/2017,06/08/2017,04/06/2017,Roman Catholic Welfare Corporation,Union City,No Name,22.0,Closure Permanent,No County Name
8055,03/27/2017,06/15/2017,04/06/2017,Roman Catholic Welfare Corporation,El Cerrito,No Name,15.0,Closure Permanent,No County Name
8056,03/27/2017,06/15/2017,04/06/2017,Roman Catholic Welfare Corporation,Oakland,No Name,89.0,Closure Permanent,No County Name
8057,03/29/2017,05/31/2017,04/06/2017,Nortek Distribution Services,Eastvale,No Name,49.0,Closure Permanent,No County Name
8058,03/22/2017,05/15/2017,04/07/2017,Rideout Health Group,Marysville,No Name,17.0,Layoff Permanent,No County Name
8059,03/22/2017,05/15/2017,04/07/2017,Rideout Health Group,Yuba City,No Name,54.0,Closure Permanent,No County Name
8060,03/22/2017,06/30/2017,04/07/2017,Rideout Health Group,Grass Valley,No Name,18.0,Closure Permanent,No County Name
8061,03/28/2017,05/26/2017,04/07/2017,JBS USA Food Company,Commerce,No Name,34.0,Closure Unknown at this time,No County Name
8062,03/30/2017,03/31/2017,04/07/2017,"SunEdison, Inc. (""SunEdison"")",Redwood City,No Name,5.0,Layoff Permanent,No County Name
8063,03/30/2017,05/30/2017,04/07/2017,"Advanced Call Center Technologies,",North Highlands,No Name,135.0,Layoff Permanent,No County Name
8064,03/31/2017,05/31/2017,04/07/2017,"Long Beach Golden Sails, Inc. and",Long Beach,No Name,80.0,Closure Permanent,No County Name
8065,03/31/2017,05/31/2017,04/07/2017,"Toshiba America, Inc. and Toshiba",Irvine,No Name,49.0,Layoff Permanent,No County Name
8066,03/31/2017,06/02/2017,04/07/2017,Symantec Corporation,Mountain View,No Name,36.0,Layoff Permanent,No County Name
8067,04/04/2017,06/09/2017,04/07/2017,"Marvell Semicondutor, Inc.",Santa Clara,No Name,12.0,Layoff Permanent,No County Name
8068,04/05/2017,06/05/2017,04/07/2017,"Mastec North America, Inc.",Hayward,No Name,109.0,Closure Permanent,No County Name
8069,03/28/2017,06/01/2017,04/10/2017,"HL Weilding, Inc",National City,No Name,5.0,Layoff Permanent,No County Name
8070,03/30/2017,06/30/2017,04/10/2017,Dollar Express,Farmersville,No Name,8.0,Closure Permanent,No County Name
8071,03/30/2017,06/30/2017,04/10/2017,Dollar Express,Fresno,No Name,11.0,Closure Permanent,No County Name
8072,03/30/2017,06/30/2017,04/10/2017,Dollar Express,Inglewood,No Name,16.0,Closure Permanent,No County Name
8073,03/30/2017,06/30/2017,04/10/2017,Dollar Express,Lemoore,No Name,13.0,Closure Permanent,No County Name
8074,03/30/2017,06/30/2017,04/10/2017,Dollar Express,San Bernardino,No Name,14.0,Closure Permanent,No County Name
8075,04/07/2017,06/07/2017,04/10/2017,Zazzle Inc.,San Jose,No Name,117.0,Closure Permanent,No County Name
8076,04/11/2017,04/18/2017,04/11/2017,Abbott Laboratories,Carlsbad,No Name,60.0,Closure Permanent,No County Name
8077,11/17/2016,05/12/2017,04/12/2017,Lockheed Martin Corporation Rotary &,San Diego,No Name,117.0,Closure Permanent,No County Name
8078,04/11/2017,06/16/2017,04/12/2017,Amgen,Thousand Oaks,No Name,494.0,Layoff Permanent,No County Name
8079,04/11/2017,06/30/2017,04/12/2017,CEVA Logistics,Mira Loma,No Name,99.0,Layoff Unknown at this time,No County Name
8080,04/06/2017,06/07/2017,04/13/2017,Randstad General Partner (US) LLC,San Jose,No Name,60.0,Closure Permanent,No County Name
8081,04/13/2017,06/29/2017,04/13/2017,Vishay Siliconix,Santa Clara,No Name,71.0,Layoff Permanent,No County Name
8082,03/24/2017,05/27/2017,04/14/2017,"bebe stores, Inc.",Milpitas,No Name,7.0,Closure Permanent,No County Name
8083,04/14/2017,06/30/2017,04/14/2017,"Railex, LLC",Delano,No Name,79.0,Closure Unknown at this time,No County Name
8084,04/12/2017,04/13/2017,04/17/2017,"SunEdison, Inc.",Redwood City,No Name,1.0,Layoff Permanent,No County Name
8085,04/14/2017,07/05/2017,04/17/2017,"NDC Technologies, Inc.",Irwindale,No Name,42.0,Closure Permanent,No County Name
8086,04/06/2017,07/02/2017,04/18/2017,"Sears, Roebuck and Co.",Carson,No Name,105.0,Closure Permanent,No County Name
8087,04/17/2017,10/01/2017,04/18/2017,"Meadowbrook Meat Company, Inc.",Tracy,No Name,55.0,Closure Permanent,No County Name
8088,04/13/2017,06/15/2017,04/19/2017,"United Launch Alliance, LLC",Vandenberg AFB,No Name,7.0,Layoff Permanent,No County Name
8089,04/10/2017,06/30/2017,04/20/2017,First Transit,Oceanside,No Name,538.0,Closure Permanent,No County Name
8090,04/10/2017,06/30/2017,04/20/2017,First Transit,Pomona,No Name,372.0,Closure Permanent,No County Name
8091,04/14/2017,06/15/2017,04/20/2017,"MUFG Union Bank, N.A.",Monterey Park,No Name,61.0,Layoff Unknown at this time,No County Name
8092,04/17/2017,06/19/2017,04/20/2017,"Marvell Semiconductor, Inc.",Santa Clara,No Name,1.0,Layoff Permanent,No County Name
8093,04/18/2017,07/31/2017,04/20/2017,"Dr. Fresh, LLC",Buena Park,No Name,15.0,Layoff Permanent,No County Name
8094,04/19/2017,06/23/2017,04/20/2017,"Rockwell Collins, Inc.",Irvine,No Name,1.0,Layoff Permanent,No County Name
8095,04/10/2017,09/01/2017,04/21/2017,Arcturus Manufacturing,Oxnard,No Name,32.0,Closure Permanent,No County Name
8096,04/19/2017,06/19/2017,04/21/2017,DaVita Rx,Corona,No Name,5.0,Layoff Permanent,No County Name
8097,04/19/2017,06/19/2017,04/21/2017,DaVita Rx,Mission Viejo,No Name,5.0,Layoff Permanent,No County Name
8098,04/19/2017,06/19/2017,04/21/2017,DaVita Rx,San Bruno,No Name,5.0,Layoff Permanent,No County Name
8099,04/19/2017,06/20/2017,04/21/2017,Texas Instruments Incorporated,Santa Clara,No Name,78.0,Layoff Permanent,No County Name
8100,04/20/2017,06/22/2017,04/21/2017,"An Beverly Hills, LLC",Beverly Hills,No Name,64.0,Closure Temporary,No County Name
8101,04/24/2017,04/25/2017,04/24/2017,"OncoMed Pharmaceuticals, Inc.",Redwood City,No Name,62.0,Layoff Permanent,No County Name
8102,04/24/2017,06/30/2017,04/24/2017,"Transdev Services, Inc.",Modesto,No Name,138.0,Closure Unknown at this time,No County Name
8103,04/24/2017,07/13/2017,04/24/2017,"United Launch Alliance, LLC",Vandenberg AFB,No Name,16.0,Layoff Permanent,No County Name
8104,04/21/2017,02/02/2018,04/25/2017,"Burleigh Point, Ltd. dba Billabong",Irvine,No Name,60.0,Closure Permanent,No County Name
8105,04/24/2017,06/23/2017,04/26/2017,"Nelco Products, Inc.",Fullerton,No Name,62.0,Layoff Permanent,No County Name
8106,04/21/2017,06/23/2017,04/27/2017,Boeing Company,El Segundo,No Name,43.0,Layoff Unknown at this time,No County Name
8107,04/21/2017,06/23/2017,04/27/2017,Boeing Company,Huntington Beach,No Name,21.0,Layoff Unknown at this time,No County Name
8108,04/20/2017,06/24/2017,04/28/2017,Raley's,Vallejo,No Name,65.0,Closure Permanent,No County Name
8109,04/28/2017,06/30/2017,04/28/2017,"Sodexo, Inc.",Davis,No Name,136.0,Closure Permanent,No County Name
8110,04/21/2017,06/23/2017,05/01/2017,Boeing Company,Long Beach,No Name,2.0,Layoff Unknown at this time,No County Name
8111,04/28/2017,04/28/2017,05/01/2017,Branan Medical Corporation,Irvine,No Name,63.0,Closure Permanent,No County Name
8112,04/24/2017,06/23/2017,05/02/2017,New-Indy TriPAQ LLC,Cerritos,No Name,12.0,Layoff Unknown at this time,No County Name
8113,04/24/2017,06/23/2017,05/02/2017,New-Indy TriPAQ LLC,Santa Ana,No Name,56.0,Closure Permanent,No County Name
8114,04/27/2017,06/30/2017,05/02/2017,NCR Corporation,Westlake Village,No Name,76.0,Layoff Permanent,No County Name
8115,04/30/2017,06/30/2017,05/02/2017,Marine Harvest USA LLC,Los Angeles,No Name,2.0,Closure Permanent,No County Name
