,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,Year
5764,10/11/2019,12/14/2019,10/16/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,48.0,layoff permanent,2019
5765,10/11/2019,12/03/2019,10/16/2019,One Market Network LLC,San Francisco,San Francisco County,50.0,closure permanent,2019
5766,10/11/2019,12/23/2019,10/16/2019,Jabil Inc.,San Jose,Santa Clara County,197.0,closure temporary,2019
5767,10/03/2019,12/23/2019,10/15/2019,"Thermal Structures, Inc.",Corona,Riverside County,400.0,closure temporary,2019
5768,10/09/2019,11/23/2019,10/11/2019,Management & Training Coporation,Taft,Kern County,344.0,closure permanent,2019
5769,10/09/2019,12/09/2019,10/11/2019,Chaminade Resort & Spa,Santa Cruz,Santa Cruz County,93.0,layoff temporary,2019
5770,10/08/2019,12/06/2019,10/10/2019,W.A. Thompson,Bakersfield,Kern County,95.0,closure permanent,2019
5771,10/08/2019,12/06/2019,10/10/2019,W.A. Thompson-Mojave,Lancaster,Los Angeles County,54.0,closure permanent,2019
5772,10/03/2019,12/06/2019,10/10/2019,"Communications Test Design, Inc.",Lincoln,Placer County,128.0,layoff permanent,2019
5773,10/08/2019,12/06/2019,10/10/2019,W.A. Thompson-Barstow,Barstow,San Bernardino County,62.0,closure permanent,2019
5774,10/03/2019,12/02/2019,10/10/2019,Tocagen Inc.,San Diego,San Diego County,54.0,layoff permanent,2019
5775,10/01/2019,12/01/2019,10/10/2019,"RealWear, Inc.",San Jose,Santa Clara County,6.0,closure type unknown,2019
5776,10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",Carlsbad,San Diego County,81.0,layoff type unknown,2019
5777,10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",National City,San Diego County,83.0,layoff type unknown,2019
5778,10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",San Diego,San Diego County,80.0,layoff type unknown,2019
5779,10/01/2019,12/01/2019,10/09/2019,Cerner Corporation,Simi Valley,Ventura County,57.0,layoff permanent,2019
5780,09/30/2019,12/02/2019,10/08/2019,"Motorcar Parts of America, Inc.",Torrance,Los Angeles County,39.0,layoff permanent,2019
5781,10/02/2019,12/06/2019,10/04/2019,Walmart,Sacramento,Sacramento County,108.0,closure permanent,2019
5782,10/03/2019,10/02/2019,10/04/2019,"Becton, Dickinson and Company",San Diego,San Diego County,49.0,layoff permanent,2019
5783,07/08/2019,09/10/2019,10/03/2019,Deluxe Corporation,Oakland,Alameda County,57.0,closure permanent,2019
5784,09/24/2019,09/23/2019,10/03/2019,FleetPride,Burbank,Los Angeles County,4.0,closure permanent,2019
5785,10/02/2019,12/01/2019,10/03/2019,"Buca Restaurants 2, Inc.",San Jose,Santa Clara County,40.0,closure permanent,2019
5786,09/30/2019,12/01/2019,10/01/2019,"Green Messengers, Inc.",Chino,San Bernardino County,44.0,closure permanent,2019
5787,09/27/2019,11/22/2019,10/01/2019,Markstein Beverage Co.,San Marcos,San Diego County,90.0,layoff permanent,2019
5788,09/25/2019,11/25/2019,09/30/2019,"Honeyville, Inc.",Rancho Cucamonga,San Bernardino County,178.0,layoff permanent,2019
5789,09/26/2019,01/16/2020,09/30/2019,"Forever 21 Logistics, LLC",Los Angeles,Los Angeles County,1170.0,closure permanent,2019
5790,09/20/2019,11/22/2019,09/30/2019,Boeing Company,Huntington Beach,Orange County,26.0,layoff type unknown,2019
5791,09/27/2019,11/27/2019,09/27/2019,"AutoAlert, LLC",Irvine,Orange County,79.0,closure permanent,2019
5792,09/27/2019,11/30/2019,09/27/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,12.0,layoff permanent,2019
5793,09/25/2019,11/25/2019,09/27/2019,Jabil Inc.,San Jose,Santa Clara County,529.0,closure temporary,2019
5794,09/26/2019,12/06/2019,09/26/2019,Triumph Aerospace Structures,Hawthorne,Los Angeles County,249.0,closure permanent,2019
5795,09/26/2019,11/25/2019,09/26/2019,Prometheus Laboratories Inc.,San Diego,San Diego County,9.0,layoff permanent,2019
5796,09/20/2019,11/19/2019,09/25/2019,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,33.0,layoff permanent,2019
5797,09/20/2019,11/19/2019,09/25/2019,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles County,58.0,layoff permanent,2019
5798,09/23/2019,10/31/2019,09/25/2019,IMT STANDEN'S LIMITED PARTNERSHIP,Rancho Cucamonga,San Bernardino County,3.0,closure permanent,2019
5799,09/23/2019,12/01/2019,09/25/2019,The ICEE Company,Ontario,San Bernardino County,127.0,closure permanent,2019
5800,09/19/2019,11/19/2019,09/24/2019,"General Mills Operations, LLC",Carson,Los Angeles County,141.0,closure permanent,2019
5801,09/19/2019,11/15/2019,09/24/2019,"UTC Fire & Security Americas Corporation, Inc.",Costa Mesa,Orange County,82.0,closure permanent,2019
5802,09/12/2019,11/04/2019,09/24/2019,Chili's Grill & Bar,Milpitas,Santa Clara County,53.0,closure permanent,2019
5803,09/12/2019,11/13/2019,09/24/2019,"Inter-Con Security Systems, Inc.",Exeter,Tulare County,233.0,layoff permanent,2019
5804,09/18/2019,11/17/2019,09/24/2019,Pancon Corporation,Temecula,Riverside County,43.0,closure permanent,2019
5805,09/17/2019,11/16/2019,09/23/2019,GEO Secure Services,Mc Farland,Kern County,130.0,layoff permanent,2019
5806,09/16/2019,11/15/2019,09/23/2019,"Wave Computing, Inc.",Campbell,Santa Clara County,67.0,layoff permanent,2019
5807,09/17/2019,09/18/2019,09/23/2019,Aquantia Corp.,San Jose,Santa Clara County,36.0,layoff permanent,2019
5808,09/13/2019,10/18/2019,09/23/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,51.0,layoff permanent,2019
5809,09/16/2019,11/15/2019,09/23/2019,"Impakt Holdings, LLC. dba DMP",Burlingame,San Mateo County,39.0,closure permanent,2019
5810,09/16/2019,11/18/2019,09/20/2019,Meggitt (Orange County) Inc.,Irvine,Orange County,83.0,layoff permanent,2019
5811,09/12/2019,11/24/2019,09/20/2019,USS-POSCO Industries,Pittsburg,Contra Costa County,575.0,layoff temporary,2019
5812,09/06/2019,11/11/2019,09/20/2019,Silgan Containers,Riverbank,Stanislaus County,153.0,layoff temporary,2019
5813,08/15/2019,10/15/2019,09/19/2019,"Lynx Grills, Inc.",Downey,Los Angeles County,130.0,closure permanent,2019
5814,04/26/2019,09/30/2019,09/19/2019,"Boardriders, Inc.",Irvine,Orange County,50.0,closure permanent,2019
5815,09/13/2019,11/13/2019,09/19/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,3.0,layoff permanent,2019
5816,09/10/2019,11/10/2019,09/18/2019,"Bay City Flower Company, Inc.",Half Moon Bay,San Mateo County,195.0,closure permanent,2019
5817,08/29/2019,12/15/2019,09/18/2019,Transform KM LLC,Oakdale,Stanislaus County,53.0,closure permanent,2019
5818,08/30/2019,11/05/2019,09/17/2019,Menzies Aviation,Los Angeles,Los Angeles County,170.0,layoff permanent,2019
5819,09/05/2019,10/30/2019,09/17/2019,"ShipBob, Inc.",South San Francisco,San Mateo County,26.0,closure permanent,2019
5820,09/09/2019,09/30/2019,09/17/2019,"interface rehab, inc.",Oxnard,Ventura County,15.0,layoff permanent,2019
5821,09/06/2019,11/05/2019,09/11/2019,"Digital Printing Systems, Inc.",Azusa,Los Angeles County,66.0,closure permanent,2019
5822,09/03/2019,09/30/2019,09/11/2019,JRV Group USA L.P.,Ontario,San Bernardino County,10.0,closure permanent,2019
5823,09/06/2019,11/06/2019,09/11/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,13.0,layoff permanent,2019
5824,09/10/2019,10/10/2019,09/11/2019,"Uber Technologies, Inc.",Palo Alto,Santa Clara County,62.0,layoff permanent,2019
5825,09/04/2019,11/04/2019,09/09/2019,Liqui-Box Corporation,Sacramento,Sacramento County,30.0,layoff permanent,2019
5826,08/29/2019,11/01/2019,09/09/2019,"Samsung SDS Global SCL America, Inc.",San Diego,San Diego County,27.0,closure permanent,2019
5827,08/28/2019,10/01/2019,09/09/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,57.0,layoff permanent,2019
5828,08/29/2019,10/29/2019,09/09/2019,"360 Support Services, Inc. dba 360 ServiceGroup",Panorama City,Los Angeles County,17.0,layoff permanent,2019
5829,08/30/2019,10/31/2019,09/06/2019,"Coastline Support, Inc.",Santa Cruz,Santa Cruz County,55.0,closure permanent,2019
5830,08/30/2019,10/31/2019,09/06/2019,Turner Techtronics,Burbank,Los Angeles County,93.0,layoff permanent,2019
5831,08/23/2019,10/31/2019,09/05/2019,"Alorica, Inc.",Fresno,Fresno County,799.0,closure permanent,2019
5832,08/26/2019,10/01/2019,09/05/2019,"Vantec Hitachi Transport System (USA), Inc.",Pomona,Los Angeles County,78.0,closure permanent,2019
5833,08/28/2019,11/01/2019,09/05/2019,"Quest Software, Inc.",Aliso Viejo,Orange County,54.0,layoff permanent,2019
5834,08/30/2019,11/02/2019,09/05/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,8.0,layoff permanent,2019
5835,08/29/2019,10/31/2019,09/05/2019,"WDI International, Inc.",Universal City,Los Angeles County,50.0,closure permanent,2019
5836,08/23/2019,09/13/2019,09/05/2019,TE Connectivity,Hemet,Riverside County,212.0,closure permanent,2019
5837,08/30/2019,10/29/2019,09/05/2019,"Hakkasan Holdings, LLC dba Hakkasan Group",San Diego,San Diego County,43.0,closure permanent,2019
5838,08/26/2019,10/26/2019,09/04/2019,Moody Western Cooling,Guadalupe,Santa Barbara County,54.0,closure permanent,2019
5839,08/27/2019,11/01/2019,09/04/2019,"ICU Medical, Inc",San Jose,Santa Clara County,57.0,closure permanent,2019
5840,08/20/2019,10/15/2019,09/04/2019,Symantec Corporation,Mountain View,Santa Clara County,152.0,layoff permanent,2019
5841,08/21/2019,10/25/2019,09/04/2019,"Dell Products LP, Engineering",Santa Clara,Santa Clara County,60.0,layoff permanent,2019
5842,08/23/2019,10/26/2019,09/04/2019,"Flying Food Group, LLC",Los Angeles,Los Angeles County,27.0,layoff permanent,2019
5843,08/21/2019,11/30/2019,08/30/2019,"Technical Transportation, Inc.",Pleasanton,Alameda County,2.0,closure permanent,2019
5844,08/23/2019,10/25/2019,08/30/2019,AmerisourceBergen Drug Corporation,Valencia,Los Angeles County,93.0,closure permanent,2019
5845,08/14/2019,10/14/2019,08/30/2019,"Yapstone Holdings, Inc.",Los Angeles,Los Angeles County,33.0,layoff permanent,2019
5846,08/15/2019,10/15/2019,08/30/2019,"Oracle America, Inc.",Santa Clara,Santa Clara County,59.0,layoff permanent,2019
5847,08/12/2019,10/18/2019,08/30/2019,Verity Business Services,San Jose,Santa Clara County,26.0,layoff permanent,2019
5848,08/12/2019,10/18/2019,08/29/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara County,86.0,layoff permanent,2019
5849,07/24/2019,08/27/2019,08/28/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,84.0,layoff permanent,2019
5850,08/19/2019,10/19/2019,08/28/2019,RAD Urban,Lathrop,San Joaquin County,170.0,layoff permanent,2019
5851,08/16/2019,10/15/2019,08/27/2019,"NIO USA, Inc.",San Jose,Santa Clara County,62.0,layoff permanent,2019
5852,08/15/2019,10/14/2019,08/27/2019,Silgan Containers,Modesto,Stanislaus County,64.0,layoff temporary,2019
5853,08/05/2019,08/03/2019,08/26/2019,rePlanet LLC,Moorpark,Ventura County,11.0,closure permanent,2019
5854,08/13/2019,10/13/2019,08/20/2019,"CoorsTek, Inc.",Ventura,Ventura County,268.0,closure permanent,2019
5855,08/06/2019,10/06/2019,08/20/2019,Silgan Containers,Modesto,Stanislaus County,86.0,layoff temporary,2019
5856,08/06/2019,10/06/2019,08/20/2019,Silgan Containers,Modesto,Stanislaus County,87.0,layoff temporary,2019
5857,08/08/2019,09/17/2019,08/20/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,73.0,layoff permanent,2019
5858,08/13/2019,10/12/2019,08/20/2019,LA Hearth LLC (CANCELLED)**,Los Angeles,Los Angeles County,73.0,closure permanent,2019
5859,07/29/2019,09/30/2019,08/19/2019,AECOM (CANCELLED)**,San Diego,San Diego County,3.0,layoff permanent,2019
5860,07/24/2019,09/09/2019,08/15/2019,"Food Service Holdings, LLC dba EnglishManufacturing",Rancho Cordova,Sacramento County,13.0,closure permanent,2019
5861,08/07/2019,10/11/2019,08/15/2019,Haralambos Beverage Co.,Redlands,San Bernardino County,53.0,layoff permanent,2019
5862,08/08/2019,10/10/2019,08/14/2019,La-Z-Boy,Redlands,San Bernardino County,351.0,closure permanent,2019
5863,08/06/2019,08/30/2019,08/14/2019,Addition Manufacturing Technologies CA Inc.,Vista,San Diego County,4.0,closure permanent,2019
5864,08/06/2019,10/15/2019,08/14/2019,"Western Union, LLC",San Francisco,San Francisco County,169.0,layoff permanent,2019
5865,08/05/2019,10/15/2019,08/14/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,5.0,layoff permanent,2019
5866,08/07/2019,10/09/2019,08/14/2019,"LSC Communications US, LLC",Torrance,Los Angeles County,228.0,closure permanent,2019
5867,08/02/2019,10/01/2019,08/13/2019,ICON Aircraft,Vacaville,Solano County,45.0,layoff permanent,2019
5868,07/24/2019,10/01/2019,08/13/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,52.0,layoff permanent,2019
5869,07/31/2019,09/03/2019,08/13/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,72.0,layoff permanent,2019
5871,08/01/2019,09/30/2019,08/12/2019,"Schneider National Carriers, Inc.",Fontana,San Bernardino County,107.0,layoff permanent,2019
5872,08/01/2019,08/14/2019,08/12/2019,"FTD Companies, Inc.",San Diego,San Diego County,71.0,layoff permanent,2019
5873,08/01/2019,08/05/2019,08/12/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,3.0,layoff permanent,2019
5874,07/30/2019,07/31/2019,08/09/2019,"Cisco Systems, Inc.",Milpitas,Santa Clara County,91.0,layoff permanent,2019
5875,07/30/2019,07/31/2019,08/08/2019,"Cisco Systems, Inc.",San Jose,Santa Clara County,397.0,layoff permanent,2019
5876,07/17/2019,08/15/2019,08/06/2019,First Coast Security,San Francisco,San Francisco County,66.0,layoff permanent,2019
5877,04/26/2019,06/30/2019,08/06/2019,Covia Communities,Los Gatos,Santa Clara County,103.0,closure permanent,2019
5878,07/30/2019,09/09/2019,08/06/2019,"Hisun Motors Corp., U.S.A.",Rancho Cucamonga,San Bernardino County,7.0,closure permanent,2019
5879,07/29/2019,09/29/2019,08/05/2019,"Molecule Labs, Inc.",Benicia,Solano County,191.0,layoff permanent,2019
5880,07/29/2019,09/30/2019,08/02/2019,"CWD, LLC dba Centric Parts",Carson,Los Angeles County,286.0,layoff permanent,2019
5881,07/01/2019,07/19/2019,08/02/2019,"ChanceLight, Inc.",Inglewood,Los Angeles County,116.0,layoff permanent,2019
5882,07/26/2019,09/28/2019,08/01/2019,"Flying Food Group, LLC",Los Angeles,Los Angeles County,85.0,layoff permanent,2019
5883,07/25/2019,10/01/2019,08/01/2019,San Francisco Housing Authority,San Francisco,San Francisco County,88.0,layoff type unknown,2019
5884,07/26/2019,08/14/2019,07/31/2019,"Owens Healthcare-Retail Pharmacy, Inc.",Red Bluff,Tehama County,10.0,closure permanent,2019
5885,07/25/2019,09/30/2019,07/31/2019,"Asurion, LLC",San Mateo,San Mateo County,104.0,layoff permanent,2019
5886,07/24/2019,09/30/2019,07/30/2019,"GEP Administrative Services, Inc. dbaEntertainment Partners",Burbank,Los Angeles County,82.0,layoff permanent,2019
5887,07/23/2019,10/01/2019,07/30/2019,Thrivent Financial for Lutherans,Mather,Sacramento County,27.0,closure permanent,2019
5888,07/23/2019,09/30/2019,07/30/2019,"Transdev Services, Inc.",Marysville,Yuba County,88.0,closure permanent,2019
5889,07/22/2019,09/20/2019,07/29/2019,"Milestone Technologies, Inc.",Chico,Butte County,148.0,closure permanent,2019
5890,07/09/2019,09/16/2019,07/29/2019,City of Hope,Irwindale,Los Angeles County,43.0,layoff permanent,2019
5891,07/17/2019,09/16/2019,07/29/2019,Providence Medical Institute,Ventura,Ventura County,1.0,layoff permanent,2019
5892,07/01/2019,08/30/2019,07/26/2019,"Harbill, Inc. DBA Crest Chevrolet",San Bernardino,San Bernardino County,98.0,closure permanent,2019
5893,07/22/2019,09/23/2019,07/25/2019,Futurewei,Santa Clara,Santa Clara County,202.0,layoff permanent,2019
5894,07/18/2019,10/01/2019,07/24/2019,Novartis Pharmaceuticals Corporation,San Carlos,San Mateo County,102.0,closure permanent,2019
5895,07/19/2019,09/21/2019,07/24/2019,"Kinkisharyo International, L.L.C",Palmdale,Los Angeles County,7.0,layoff permanent,2019
5896,07/12/2019,09/27/2019,07/24/2019,AVX Filters Corporation,Sun Valley,Los Angeles County,103.0,layoff permanent,2019
5897,07/09/2019,09/16/2019,07/23/2019,City of Hope,Duarte,Los Angeles County,25.0,layoff permanent,2019
5898,08/08/2019,07/19/2019,07/23/2019,"Riverbed Technology, Inc.",Sunnyvale,Santa Clara County,40.0,layoff permanent,2019
5899,07/15/2019,08/16/2019,07/18/2019,Symantec Corporation,Mountain View,Santa Clara County,7.0,layoff permanent,2019
5900,07/12/2019,09/14/2019,07/18/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,4.0,layoff permanent,2019
5901,07/12/2019,09/13/2019,07/18/2019,Purplebricks,Irvine,Orange County,55.0,closure permanent,2019
5902,07/08/2019,09/13/2019,07/16/2019,DBI Beverage Inc.,West Sacramento,Yolo County,271.0,closure permanent,2019
5903,06/26/2019,09/13/2019,07/10/2019,Nordstrom Stonestown,San Francisco,San Francisco County,230.0,closure permanent,2019
5904,06/26/2019,09/04/2019,07/08/2019,"Graham Packaging Company, L.P.",Santa Ana,Orange County,22.0,closure permanent,2019
5905,07/01/2019,08/31/2019,07/03/2019,International Vitamin Corporation,Mira Loma,Riverside County,56.0,layoff permanent,2019
5906,06/24/2019,08/30/2019,07/02/2019,Jonathan Louis International Ltd.,Gardena,Los Angeles County,329.0,layoff permanent,2019
5907,07/01/2019,09/03/2019,07/02/2019,Prometheus Laboratories Inc,San Diego,San Diego County,72.0,layoff permanent,2019
5908,06/26/2019,07/31/2019,07/02/2019,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,54.0,layoff permanent,2019
5909,07/02/2019,09/02/2019,07/02/2019,"Air Force Village West, Inc. d/b/a AltavitaVillage",Riverside,Riverside County,331.0,layoff permanent,2019
5910,06/27/2019,08/27/2019,07/01/2019,Nexon M Inc.,Emeryville,Alameda County,53.0,closure permanent,2019
5911,06/26/2019,08/31/2019,07/01/2019,State Farm Mutual Automobile InsuranceCompany,Irvine,Orange County,156.0,closure permanent,2019
6275,01/03/2019,01/03/2019,01/03/2019,Finance of America Holdings LLC,Roseville,Placer County,33.0,closure permanent,2019
6276,01/07/2019,03/08/2019,01/08/2019,"Theravance Biopharma US, Inc.",Los Angeles,Los Angeles County,1.0,layoff permanent,2019
6277,01/07/2019,03/08/2019,01/08/2019,"Theravance Biopharma US, Inc.",South San,San Mateo County,49.0,layoff permanent,2019
6279,01/09/2019,03/11/2019,01/10/2019,United Parcel Service General Services Co.,Visalia,Tulare County,63.0,closure permanent,2019
6280,01/01/2019,03/14/2019,01/11/2019,"McCain Foods, Inc.",Colton,San Bernardino County,100.0,closure permanent,2019
6281,01/10/2019,03/10/2019,01/11/2019,First American Title Insurance Company,Santa Ana,Orange County,2.0,layoff permanent,2019
6282,01/10/2019,03/11/2019,01/11/2019,"BlackRock, Inc.",San Francisco,San Francisco County,79.0,layoff permanent,2019
6283,01/11/2019,03/12/2019,01/14/2019,"Space Exploration Technologies, Corp.",Hawthorne,Los Angeles County,577.0,layoff permanent,2019
6284,01/11/2019,03/13/2019,01/14/2019,Best Buy,La Mesa,San Diego County,74.0,closure permanent,2019
6287,01/16/2019,03/17/2019,01/16/2019,"Owens Corning Insulating Systems, LLC",Santa Clara,Santa Clara County,60.0,layoff permanent,2019
6289,01/14/2019,03/15/2019,01/17/2019,"Seeo, Inc.",Hayward,Alameda County,45.0,closure permanent,2019
