,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
5787,01/13/2020,01/24/2020,01/14/2020,"Sodexo, Inc and Affiliates",Los Angeles,Los Angeles County,150.0,Closure Permanent,Los Angeles County,2020,closure permanent
5788,01/08/2020,03/07/2020,01/13/2020,Adventist Health Reedley,Reedley,Fresno County,44.0,Closure Permanent,Fresno County,2020,closure permanent
5789,01/08/2020,03/07/2020,01/13/2020,Adventist Health Tehachapi Valley,Tehachapi,Kern County,14.0,Closure Permanent,Kern County,2020,closure permanent
5790,01/08/2020,03/07/2020,01/13/2020,Adventist Health Bakersfield,Bakersfield,Kern County,33.0,Closure Permanent,Kern County,2020,closure permanent
5791,01/08/2020,03/07/2020,01/13/2020,Adventist Health Hanford,Hanford,Kings County,152.0,Closure Permanent,Kings County,2020,closure permanent
5792,01/08/2020,03/07/2020,01/13/2020,Adventist Health White Memorial,Los Angeles,Los Angeles County,48.0,Closure Permanent,Los Angeles County,2020,closure permanent
5793,01/08/2020,03/07/2020,01/13/2020,Adventist Health Howard Memorial,Willits,Mendocino County,20.0,Closure Permanent,Mendocino County,2020,closure permanent
5794,01/08/2020,03/07/2020,01/13/2020,Adventist Health and Rideout United Com-Serve,Yuba City,Sutter County,21.0,Closure Permanent,Sutter County,2020,closure permanent
5795,01/08/2020,03/07/2020,01/13/2020,Adventist Health Tulare,Tulare,Tulare County,45.0,Closure Permanent,Tulare County,2020,closure permanent
5796,01/08/2020,03/07/2020,01/13/2020,Adventist Health Simi Valley,Simi Valley,Ventura County,7.0,Closure Permanent,Ventura County,2020,closure permanent
5797,01/08/2020,03/07/2020,01/13/2020,Adventist Health and Rideout,Marysville,Yuba County,80.0,Closure Permanent,Yuba County,2020,closure permanent
5798,01/08/2020,01/11/2020,01/10/2020,Adventist Health St. Helena,Saint Helena,Napa County,18.0,Closure Permanent,Napa County,2020,closure permanent
5799,01/09/2020,03/10/2020,01/10/2020,"Volt Information Sciences, Inc.",Orange,Orange County,79.0,Layoff Permanent,Orange County,2020,layoff permanent
5800,01/08/2020,03/10/2020,01/10/2020,AT&T,El Segundo,Los Angeles County,4.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5801,01/08/2020,03/01/2020,01/09/2020,Canidae LLC,Norco,Riverside County,19.0,Closure Permanent,Riverside County,2020,closure permanent
5802,01/08/2020,03/13/2020,01/09/2020,"Zume, Inc.",Mountain View,Santa Clara County,172.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5803,01/08/2020,03/09/2020,01/09/2020,"Connected Ventures, LLC",West Hollywood,Los Angeles County,67.0,Closure Permanent,Los Angeles County,2020,closure permanent
5804,01/08/2020,01/08/2020,01/09/2020,Marshall Freight Inc,Irvine,Orange County,4.0,Closure Permanent,Orange County,2020,closure permanent
5805,01/03/2020,03/06/2020,01/09/2020,"Medtronic, Inc.",Goleta,Santa Barbara County,33.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
5806,01/06/2020,03/07/2020,01/08/2020,"Edmunds.com, Inc.",Santa Monica,Los Angeles County,122.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5807,01/06/2020,03/09/2020,01/06/2020,SunSelect Produce (California) Inc.,Tehachapi,Kern County,236.0,Closure Permanent,Kern County,2020,closure permanent
5808,01/03/2020,03/04/2020,01/03/2020,"Aramark Services, Inc.",Anaheim,Orange County,9.0,Closure Permanent,Orange County,2020,closure permanent
5809,01/03/2020,03/04/2020,01/03/2020,"Aramark Services, Inc.",Rancho SantaMargarita,Orange County,13.0,Closure Permanent,Orange County,2020,closure permanent
5810,12/31/2019,03/03/2020,01/02/2020,"Le Boulanger, Inc.",Sunnyvale,Santa Clara County,143.0,Closure Permanent,Santa Clara County,2019,closure permanent
5811,12/19/2019,02/13/2020,12/30/2019,NortonLifeLock Inc.,Mountain View,Santa Clara County,19.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5812,12/20/2019,12/20/2019,12/30/2019,"Event Solutions International, Inc. dba MotusOne (ESI)",Long Beach,Los Angeles County,38.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5813,12/30/2019,12/31/2019,12/30/2019,Taylor Lane Organic Coffee,Petaluma,Sonoma County,6.0,Closure Permanent,Sonoma County,2019,closure permanent
5814,10/16/2019,11/01/2019,12/27/2019,Barneys New York,San Francisco,San Francisco County,100.0,Closure Permanent,San Francisco County,2019,closure permanent
5815,12/23/2019,02/28/2020,12/24/2019,"Gulf Marine & Industrial Supplies, Inc.",Long Beach,Los Angeles County,2.0,Closure Permanent,Los Angeles County,2019,closure permanent
5816,11/22/2019,01/21/2020,12/23/2019,"WeWork Companies, Inc.",San Francisco,San Francisco County,172.0,Layoff Permanent,San Francisco County,2019,layoff permanent
5817,12/16/2019,12/31/2019,12/20/2019,"Chief Mechanical, Inc.",Sacramento,Sacramento County,2.0,Closure Permanent,Sacramento County,2019,closure permanent
5818,11/19/2019,01/17/2020,12/20/2019,NortonLifeLock Inc.,Mountain View,Santa Clara County,55.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5819,12/13/2019,02/21/2020,12/20/2019,Boeing Company,Huntington Beach,Orange County,7.0,Layoff Unknown at thistime,Orange County,2019,layoff type unknown
5820,12/18/2019,02/01/2020,12/19/2019,Adventist Health Feather River Palliative Care,Chico,Butte County,8.0,Closure Permanent,Butte County,2019,closure permanent
5821,12/18/2019,02/28/2020,12/19/2019,Razer USA Ltd.,San Francisco,San Francisco County,19.0,Closure Permanent,San Francisco County,2019,closure permanent
5822,12/10/2019,02/08/2020,12/17/2019,"Waldorf Astoria Beverly Hills, Rooftop by JG",Los Angeles,Los Angeles County,79.0,Closure Temporary,Los Angeles County,2019,closure temporary
5823,12/13/2019,02/10/2020,12/17/2019,RAD Urban,Lathrop,San Joaquin County,22.0,Closure Permanent,San Joaquin County,2019,closure permanent
5824,12/09/2019,02/11/2020,12/17/2019,"Medtronic, Inc.",Goleta,Santa Barbara County,20.0,Layoff Permanent,Santa Barbara County,2019,layoff permanent
5825,12/13/2019,02/10/2020,12/16/2019,"Golden Island Jerky Company, Inc.",Rancho Cucamonga,San Bernardino County,371.0,Closure Permanent,San Bernardino County,2019,closure permanent
5826,12/13/2019,01/20/2020,12/16/2019,Victor Treatment Center/North Valley School,Redding,Shasta County,99.0,Closure Permanent,Shasta County,2019,closure permanent
5827,12/11/2019,01/31/2020,12/12/2019,Abercrombie & Fitch ***(CANCELLED),Palo Alto,Santa Clara County,45.0,Closure Permanent,Santa Clara County,2019,closure permanent
5828,12/05/2019,12/05/2019,12/11/2019,"Rodan & Fields, LLC",San Francisco,San Francisco County,49.0,Layoff Permanent,San Francisco County,2019,layoff permanent
5829,12/09/2019,02/09/2020,12/09/2019,"Wag Labs, Inc.",West Hollywood,Los Angeles County,90.0,Closure Permanent,Los Angeles County,2019,closure permanent
5830,08/30/2019,11/05/2019,12/06/2019,"Illumina, Inc.",Foster City,San Mateo County,19.0,Layoff Unknown at thistime,San Mateo County,2019,layoff type unknown
5831,12/06/2019,02/04/2020,12/06/2019,"NIO USA, Inc.",San Jose,Santa Clara County,141.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5832,12/06/2019,02/08/2020,12/06/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,34.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5833,12/03/2019,02/03/2020,12/05/2019,"Hayward Industries, Inc.",Pomona,Los Angeles County,253.0,Closure Permanent,Los Angeles County,2019,closure permanent
5834,12/04/2019,02/03/2020,12/05/2019,Hollander Sleep Products,Compton,Los Angeles County,165.0,Closure Permanent,Los Angeles County,2019,closure permanent
5835,12/02/2019,12/02/2019,12/05/2019,"Halliburton Energy Services, Inc. (HESI)",Bakersfield,Kern County,72.0,Layoff Permanent,Kern County,2019,layoff permanent
5836,11/05/2019,02/17/2020,12/05/2019,Mulligan Limited dba Mulligan Torrance,Torrance,Los Angeles County,80.0,Closure Permanent,Los Angeles County,2019,closure permanent
5837,12/03/2019,02/07/2020,12/05/2019,SharkNinja Operating LLC,Chino,San Bernardino County,110.0,Closure Permanent,San Bernardino County,2019,closure permanent
5838,12/03/2019,02/03/2020,12/04/2019,Easy Driving School LLC,San Jose,Santa Clara County,108.0,Closure Permanent,Santa Clara County,2019,closure permanent
5839,12/02/2019,01/31/2020,12/03/2019,"Pamela's Products, Inc.",Ukiah,Mendocino County,80.0,Closure Permanent,Mendocino County,2019,closure permanent
5840,11/26/2019,11/29/2019,12/02/2019,"Cool Pak, LLC",Oxnard,Ventura County,3.0,Closure Permanent,Ventura County,2019,closure permanent
5841,11/26/2019,01/31/2020,12/02/2019,AT&T,El Segundo,Los Angeles County,75.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5842,11/22/2019,01/24/2020,11/27/2019,Fredriks Nursery Inc.,Ripon,San Joaquin County,77.0,Closure Permanent,San Joaquin County,2019,closure permanent
5843,11/25/2019,01/18/2020,11/27/2019,"Proteus Digital Health, Inc.",Redwood City,San Mateo County,202.0,Closure Permanent,San Mateo County,2019,closure permanent
5844,11/20/2019,11/20/2019,11/27/2019,Synaptics Incorporated,San Jose,Santa Clara County,58.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5845,11/27/2019,02/01/2020,11/27/2019,"Samsung Semiconductor, Inc.",San Jose,Santa Clara County,73.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5846,11/22/2019,01/24/2020,11/27/2019,Boeing Company,Huntington Beach,Orange County,7.0,Layoff Unknown at thistime,Orange County,2019,layoff type unknown
5847,11/20/2019,01/20/2020,11/27/2019,Avanir Pharmaceuticals,Aliso Viejo,Orange County,140.0,Layoff Permanent,Orange County,2019,layoff permanent
5848,11/21/2019,01/31/2020,11/27/2019,Benchmark Electronics,San Jose,Santa Clara County,181.0,Closure Permanent,Santa Clara County,2019,closure permanent
5849,11/19/2019,01/20/2020,11/27/2019,"Sientra, Inc.",Santa Clara,Santa Clara County,55.0,Closure Permanent,Santa Clara County,2019,closure permanent
5850,11/26/2019,01/31/2020,11/27/2019,Abercrombie & Fitch,Thousand Oaks,Ventura County,34.0,Closure Permanent,Ventura County,2019,closure permanent
5851,11/08/2019,02/16/2020,11/26/2019,Transform SR LLC,Ventura,Ventura County,101.0,Closure Permanent,Ventura County,2019,closure permanent
5852,11/14/2019,01/05/2020,11/21/2019,"Forever 21 Retail, Inc.",Ventura,Ventura County,21.0,Closure Permanent,Ventura County,2019,closure permanent
5853,11/15/2019,01/03/2020,11/20/2019,"ACT Fulfillment, Inc.",Mira Loma,Riverside County,45.0,Layoff Permanent,Riverside County,2019,layoff permanent
5854,11/15/2019,01/15/2020,11/20/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,31.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5855,11/14/2019,12/02/2019,11/20/2019,"Denim-Tech, LLC",Vernon,Los Angeles County,73.0,Closure Unknown at thistime,Los Angeles County,2019,closure type unknown
5856,11/12/2019,01/11/2020,11/20/2019,Singularity Education Group,Santa Clara,Santa Clara County,62.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5857,11/15/2019,01/14/2020,11/19/2019,"MM Enterprises USA, LLC dba MedMen",Los Angeles,Los Angeles County,73.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5858,11/15/2019,01/15/2020,11/19/2019,Scripps Health,Encinitas,San Diego County,29.0,Closure Permanent,San Diego County,2019,closure permanent
5859,11/13/2019,01/15/2020,11/19/2019,"Western Union, LLC",San Francisco,San Francisco County,12.0,Layoff Permanent,San Francisco County,2019,layoff permanent
5860,11/06/2019,01/08/2020,11/19/2019,"Brinker International Payroll Company, L.P.",Arroyo Grande,San Luis Obispo County,44.0,Closure Permanent,San Luis Obispo County,2019,closure permanent
5861,11/14/2019,01/17/2020,11/19/2019,"JUUL Labs, Inc.",Mountain View,Santa Clara County,35.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5862,10/31/2019,11/01/2019,11/19/2019,Alcorn Fence Company,Chula Vista,San Diego County,15.0,Closure Permanent,San Diego County,2019,closure permanent
5863,11/12/2019,12/13/2019,11/18/2019,Albertsons Companies Inc,Union City,Alameda County,193.0,Closure Unknown at thistime,Alameda County,2019,closure type unknown
5864,11/12/2019,01/13/2020,11/18/2019,Teradata Corporation,San Diego,San Diego County,80.0,Layoff Permanent,San Diego County,2019,layoff permanent
5865,11/13/2019,01/31/2020,11/18/2019,"Perfect Promotional Products, LLC.",Camarillo,Ventura County,145.0,Closure Permanent,Ventura County,2019,closure permanent
5866,11/14/2019,01/16/2020,11/18/2019,Aerojet Rocketdyne,Rancho Cordova,Sacramento County,10.0,Layoff Permanent,Sacramento County,2019,layoff permanent
5867,11/08/2019,01/07/2020,11/15/2019,"Hard Rock Cafe International (USA), Inc.",Universal City,Los Angeles County,136.0,Closure Permanent,Los Angeles County,2019,closure permanent
5868,11/08/2019,02/21/2020,11/15/2019,Collins Aerospace,Chula Vista,San Diego County,68.0,Layoff Unknown at thistime,San Diego County,2019,layoff type unknown
5869,11/08/2019,05/01/2020,11/15/2019,"TitleMax of California, Inc.",Simi Valley,Ventura County,3.0,Closure Permanent,Ventura County,2019,closure permanent
5870,11/06/2019,11/10/2019,11/14/2019,"Park Holding, Inc.",Los Angeles,Los Angeles County,47.0,Closure Permanent,Los Angeles County,2019,closure permanent
5871,11/01/2019,01/06/2020,11/14/2019,Ironwood Management,Woodland Hills,Los Angeles County,87.0,Closure Permanent,Los Angeles County,2019,closure permanent
5872,11/06/2019,01/17/2020,11/14/2019,"Quality Thermistor, Inc.",Tecate,San Diego County,7.0,Closure Permanent,San Diego County,2019,closure permanent
5873,11/05/2019,01/06/2020,11/14/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,6.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5874,11/08/2019,04/01/2020,11/14/2019,"TitleMax of California, Inc",Pasadena,Los Angeles County,3.0,Closure Permanent,Los Angeles County,2019,closure permanent
5875,10/31/2019,12/30/2019,11/13/2019,"Kaiser Foundation Hospitals and KaiserFoundation Health Plan, Inc.",Santa Rosa,Sonoma County,1.0,Layoff Permanent,Sonoma County,2019,layoff permanent
5876,08/28/2019,11/01/2019,11/08/2019,"Circa of America, LLC",San Francisco,San Francisco County,112.0,Closure Permanent,San Francisco County,2019,closure permanent
5877,11/01/2019,01/01/2020,11/08/2019,Boeing Company,Huntington Beach,Orange County,9.0,Layoff Unknown at thistime,Orange County,2019,layoff type unknown
5878,11/01/2019,01/01/2020,11/07/2019,McKesson Corporation,San Francisco,San Francisco County,329.0,Closure Permanent,San Francisco County,2019,closure permanent
5879,10/31/2019,12/31/2019,11/06/2019,Warner Music Inc.,Los Angeles,Los Angeles County,1.0,Closure Permanent,Los Angeles County,2019,closure permanent
5880,11/04/2019,01/03/2020,11/06/2019,"Armstrong Flooring, Inc.",South Gate,Los Angeles County,60.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5881,11/01/2019,12/31/2019,11/06/2019,"Harte Hanks Direct Marketing/Fullerton, LLC",Fullerton,Orange County,28.0,Closure Permanent,Orange County,2019,closure permanent
5882,11/04/2019,01/06/2020,11/06/2019,"VHG Santa Monica, LLC",Santa Monica,Los Angeles County,50.0,Layoff Temporary,Los Angeles County,2019,layoff temporary
5883,11/01/2019,12/31/2019,11/06/2019,"Conduent State Healthcare, LLC",West Sacramento,Yolo County,70.0,Closure Permanent,Yolo County,2019,closure permanent
5884,11/01/2019,12/30/2019,11/05/2019,KARMA AUTOMOTIVE LLC,Irvine,Orange County,146.0,Layoff Permanent,Orange County,2019,layoff permanent
5885,11/01/2019,12/31/2019,11/05/2019,"Bluefire Insurance Services, Inc.",Anaheim,Orange County,73.0,Closure Permanent,Orange County,2019,closure permanent
5886,10/30/2019,12/31/2019,11/05/2019,MasterCorp Inc.,Escondido,San Diego County,112.0,Layoff Permanent,San Diego County,2019,layoff permanent
5887,10/28/2019,10/21/2019,11/04/2019,Charter Communications,Culver City,Los Angeles County,105.0,Layoff Permanent,Los Angeles County,2019,layoff permanent
5888,10/28/2019,12/31/2019,11/04/2019,"Vasona Management, Inc.",Los Gatos,Santa Clara County,70.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5889,10/31/2019,11/01/2019,11/04/2019,TAMCO,Rancho Cucamonga,San Bernardino County,114.0,Closure Permanent,San Bernardino County,2019,closure permanent
5890,10/30/2019,03/31/2020,11/04/2019,Scapa Healthcare,Inglewood,Los Angeles County,55.0,Closure Permanent,Los Angeles County,2019,closure permanent
5891,10/31/2019,12/31/2019,11/04/2019,Criteo Corp.,Palo Alto,Santa Clara County,77.0,Closure Permanent,Santa Clara County,2019,closure permanent
5892,10/31/2019,12/31/2019,11/01/2019,TGI Friday's,Costa Mesa,Orange County,54.0,Closure Permanent,Orange County,2019,closure permanent
5893,06/12/2019,08/12/2019,11/01/2019,Zovio & Ashford University Building,San Diego,San Diego County,415.0,Layoff Permanent,San Diego County,2019,layoff permanent
5894,10/30/2019,01/03/2020,11/01/2019,"Ashford University, LLC",San Diego,San Diego County,218.0,Layoff Permanent,San Diego County,2019,layoff permanent
5895,10/29/2019,12/30/2019,11/01/2019,Oakwood Worldwide (US) LP,Mountain View,Santa Clara County,17.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5896,11/01/2019,01/10/2020,11/01/2019,American General Life Insurance Company,Pasadena,Los Angeles County,40.0,Closure Permanent,Los Angeles County,2019,closure permanent
5897,10/18/2019,12/21/2019,11/01/2019,Musco Family Olive Co.,Tracy,San Joaquin County,81.0,Layoff Temporary,San Joaquin County,2019,layoff temporary
5898,10/30/2019,12/31/2019,11/01/2019,"Gaming Fund Group, Inc.",San Jose,Santa Clara County,93.0,Layoff Permanent,Santa Clara County,2019,layoff permanent
5899,10/24/2019,12/28/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,El Segundo,Los Angeles County,78.0,Closure Permanent,Los Angeles County,2019,closure permanent
5900,10/28/2019,10/28/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,Canoga Park,Los Angeles County,26.0,Closure Permanent,Los Angeles County,2019,closure permanent
5901,10/29/2019,10/31/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,El Segundo,Los Angeles County,10.0,Closure Permanent,Los Angeles County,2019,closure permanent
5902,10/30/2019,12/31/2019,10/31/2019,"NorthStar Demolition and Remediation, LP",Brea,Orange County,51.0,Closure Permanent,Orange County,2019,closure permanent
5903,10/29/2019,12/31/2019,10/31/2019,DaVita Inc.,San Diego,San Diego County,65.0,Layoff Permanent,San Diego County,2019,layoff permanent
